Depart #,Dept,Bldg #,Sub ID,Maint Dist,Street #,Street Dir,Street Name,Street Type,Bldg Name,Community,Zip Code,Council Dist,Thomas Bros,Square Ft,Lease #,APN
47,CDD,6,*,ND,2418,,MANITOU,AV,JARDIN DE NINOS I,LINCOLN HTS,90031,1,634A1,17001,,5204007900
50,R&P,380,A,SD,2601,,MANITOU,AV,LINCOLN HEIGHTS REC CENTER,LINCOLN HTS,90031,1,635A1,0,,
25,STM,865,B,,2651,1/2,MANNING,AV,LANDSCAPE MEDIAN ISLAND,Los Angeles,90064,5,,,,
25,STM,865,C,,2699,1/2,MANNING,AV,LANDSCAPE MEDIAN ISLAND,Los Angeles,90064,5,,,,
25,STM,865,*,,3002,1/2,MANNING,AV,LANDSCAPE MEDIAN ISLAND,Los Angeles,90064,5,,,,
25,STM,865,A,,3070,1/2,MANNING,AV,LANDSCAPE MEDIAN ISLAND,Los Angeles,90064,5,,,,
25,STM,865,G,,3417,1/2,MANNING,AV,LANDSCAPE MEDIAN ISLAND,Los Angeles,90034,,,,,
60,VAR,32,*,SD,1259,N,MANSFIELD,AV,VACANT LAND,LOS ANGELES,90038,4,593D4,0,,5532008904
47,VAR,53,A,SD,3625,,MARATHON,ST,HILLTOP COOPERATIVE NURSERY INC,LOS ANGELES,90026,13,594B7,0,,5427019900
47,VAR,53,*,SD,3626,,MARATHON,ST,HILLTOP COOPERATIVE NURSERY INC,LOS ANGELES,90026,13,594B7,0,,5401003001
5,FIR,62,A,ND,3833,S,MARCASEL,AV,FUTURE FIRE STATION #62,WEST L.A.,90066,11,672B3,,,
25,STM,744,*,ND,7802,,MARCH,AV,LANDSCAPE MEDIAN ISLAND,CANOGA PARK,91304,0,,0,,
25,STM,744,A,ND,8101,,MARCH,AV,LANDSCAPE MEDIAN ISLAND,CANOGA PARK,91304,0,,0,,
50,R&P,416,*,ND,700,,MARCO,PL,MARCO TRIANGLE,LOS ANGELES,90405,6,671J5,0,,
50,R&P,430,*,SD,1000,,MARCO,PL,MARCO PLACE PARKWAY,VENICE,90066,6,672A4,0,,
29,COU,14,*,ND,2059,E,MARENGO,ST,LESSOR:COUNTY OF L.A.,BOYLE HGHTS,90033,14,635B3,1191,4999-563,
29,COU,14,B,ND,2059,,MARENGO,ST,14TH COUNCIL DISTRICT OFFICE - STEVEN KASTEN,BOYLE HGHTS,90033,14,635B3,1450,4999-375,
5,FIR,96,*,ND,21800,,MARILLA,ST,FIRE STATION #96,CHATSWORTH,91311,12,500A6,6800,,2746016900
63,VAR,650,*,SD,928,,MARINE,AV,WILMINGTON,WILMINGTON,90744,15,794E6,0,,7423004900
24,R&P,3,*,ND,1200,,MARION,AV,TRIANGULAR ISLAND,LOS ANGELES,90026,1,634F1,0,,5405027900
50,R&P,422,*,SD,4901,,MARIONWOOD,AV,MAR VISTA GARDENS,LOS ANGELES,90230,11,672F5,0,,
47,VAR,62,*,SD,269,,MARIPOSA,AV,PORTALS HOUSE,HANCOCK PK,90020,4,633J2,0,,5518007026
50,R&P,20,*,SD,1,,MARKET,ST,RECREATION AND PARKS,VENICE,90291,0,671G6,0,,4226001902
61,STM,40,*,ND,4300,,MARMION,WY,"MARMION WAY AT AVENUE 41, 43, & 45",LINCOLN HTS,90011,1,595A5,1735,4999-324,
26,STM,67,*,SD,6421,,MARMION,WY,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90042,0,595C2,0,,
50,R&P,885,A,SD,6601,,MARMION,WY,ARROYO SECO DISTRICT SERVICE YARD,Los Angeles,90042,1,595E2,,,
50,R&P,885,*,SD,6740,,MARMION,WY,ARROYO SECO DISTRICT SERVICE YARD,Los Angeles,90042,1,595E2,,,
21,SAN,5,*,SD,13900,,MARQUESAS,WY,DEAUVILLE MARINA,MRNA DEL REY,90291,11,701J1,0,,
24,R&P,33,*,SD,16650,,MARQUEZ,TE,PUBLIC BLDG FACILITY,PACFC PALSDS,90272,0,,0,,
25,STM,695,*,SD,16738,,MARQUEZ,TE,MEDIAN ISLAND,PACFC PALSDS,90272,0,,0,,
24,R&P,34,*,SD,16740,,MARQUEZ,TE,PUBLIC BLDG FACILITY,PACFC PALSDS,90272,0,,0,,
50,R&P,722,*,SD,2600,,MARR,ST,TRIANGLE PARK,VENICE,90291,6,672A6,0,,
50,R&P,73,A,ND,15260,,MARSON,ST,MARSON POCKET PARK,PANORAMA CITY,91402,6,,8700,,
50,R&P,73,*,ND,15262,,MARSON,ST,MARSON POCKET PARK,PANORAMA CITY,91402,6,,8700,,
50,R&P,41,*,SD,444,,MARTIN LUTHER KING JR,BL,PLAYGROUND,LOS ANGELES,90011,9,674D2,32768,,
50,R&P,212,F,SD,841,,MARTIN LUTHER KING JR,BL,REC & PARKS SERVICE,LOS ANGELES,90037,8,674B2,,,
9,POL,8,*,SD,1546,W,MARTIN LUTHER KING JR,BL,SOUTHWEST POLICE STATION,LOS ANGELES,90062,8,673J2,15154,,5021005902
50,R&P,604,A,SD,1584,E,MARTIN LUTHER KING JR,BL,REC & PARKS SERVICE,,90011,9,,0,,
25,STM,479,*,,2707,W,MARTIN LUTHER KING JR,,LANDSCAPE MEDIAN ISLAND,,90008,0,,0,,
25,STM,537,*,,2715,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,0,,0,,
25,STM,480,*,,2727,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,,90008,0,,0,,
25,STM,234,*,,2821,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,,90008,0,,0,,
26,STM,335,*,SD,2901,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,0,704J5,0,,
25,STM,36,*,,2929,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,0,,0,,
26,STM,61,*,SD,2931,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,0,704J5,0,,
26,STM,336,*,SD,3017,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,0,673F2,0,,
25,STM,171,*,,3101,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,0,,0,,
25,STM,174,*,,3151,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,0,,0,,
25,STM,114,*,SD,3251,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,6,673C2,0,,
25,STM,9,*,SD,3345,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,6,673F3,0,,
25,STM,176,*,,3351,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,0,,0,,
25,STM,124,*,SD,3451,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,6,673C2,0,,
25,STM,183,*,,3501,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,0,,0,,
25,STM,183,A,,3601,W,MARTIN LUTHER KING JR,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,0,,0,,
4,VAR,12,*,SD,3645,,MARTIN LUTHER KING JR,BL,WATER MEDIAN,LOS ANGELES,90008,11,673E2,0,,
50,R&P,424,A,SD,4675,,MASCOT,ST,MASCOT TRIANGLE,LOS ANGELES,90019,10,633D5,0,,
50,R&P,424,*,SD,4700,,MASCOT,AV,MASCOT TRIANGLE,LOS ANGELES,90019,10,633D5,0,,
50,R&P,428,*,ND,10400,,MASON,AV,MASON PARK,CHATSWORTH,91311,12,500D4,0,,
50,R&P,428,A,ND,10500,,MASON,AV,REC & PARKS SERVICE,CHATSWORTH,91311,12,,0,,
50,R&P,589,*,SD,456,S,MATHEWS,ST,ROOSEVELT HIGH SCHOOL,BOYLE HGHTS,90033,14,635A5,0,,
5,FIR,49,A,SD,400,,MATSONIA,WY,FS #49/BOAT STATION #4,WILMINGTON,90744,15,824E2,7176,,
21,SAN,186,*,SD,601,,MATSONIA,LN,PUMPING PLANT #86,TERMINAL ISL,90731,15,858E6,50,,
25,STM,499,*,ND,18500,,MAYALL,ST,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91324,0,,0,,
25,STM,501,*,ND,18800,,MAYALL,ST,NON-STRUCTURAL SERVICE,NORTHRIDGE,91324,0,,0,,
25,STM,771,*,ND,18801,,MAYALL,ST,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91324,0,,0,,
50,R&P,120,A,SD,2877,,MC CONNELL,DR,CLUB CIRCLE AT CHEVIOT HILLS REC CENTER,LOS ANGELES,90064,5,632F5,0,,
50,R&P,88,*,SD,700,,McCARTHY VISTA,ST,CARTHAY CIRCLE PARK,LOS ANGELES,90035,5,633A3,0,,
50,R&P,88,A,,701,,McCARTHY VISTA,ST,REC & PARKS SERVICE,Los Angeles,90048,5,633B2,0,,
50,R&P,88,B,,749,,McCARTHY VISTA,ST,REC & PARKS SERVICE,,90048,0,,0,,
50,R&P,88,C,,751,,McCARTHY VISTA,ST,REC & PARKS SERVICE,,90048,0,,0,,
50,R&P,88,D,,765,,McCARTHY VISTA,ST,REC & PARKS SERVICE,,90048,0,,0,,
24,R&P,300,*,,769,,McCARTHY VISTA,,REC & PARKS SERVICE,,90048,0,,0,,
25,STM,129,*,,4160,,McCLUNG,DR,LANDSCAPE MEDIAN ISLAND,,90008,0,,0,,
50,R&P,568,D,SD,2875,,McCONNELL,DR,RANCHO PARK IRRIGATION,RANCHO PARK,90064,5,632F4,0,,
21,SAN,176,*,SD,301,,McFARLAND,AV,PUMPING PLANT #76,WILMINGTON,90744,15,794E7,1291,,
19,CUL,9,A,ND,7560,,MCGROARTY,TE,MCGROARTY Home Landscaped area,Los Angeles,91042,2,503J5,,,2563005904
50,VAR,209,*,ND,7562,,MCGROARTY,TE,MCGROARTY TERRACE PARK,Los Angeles,91042,2,503J5,,,
50,VAR,209,A,ND,7569,,MCGROARTY,TE,MCGROARTY TERRACE PARK,Los Angeles,91042,2,503J5,,,
19,CUL,9,*,ND,7570,,MCGROARTY,TE,MCGROARTY ARTS CENTER,Los Angeles,91042,2,503J5,,,2563005904
25,STM,214,*,,10799,,McKINLEY,AV,NON-STRUCTURAL SERVICE,LOS ANGELES,90002,0,,0,,
50,R&P,791,*,ND,13101,,MEADOWLARK,AV,BEE CANYON PARK,GRANADAHILLS,91344,12,481B4,0,,
50,R&P,791,B,ND,13103,,MEADOWLARK,AV,BEE CANYON PARK,GRANADAHILLS,91344,12,481C4,0,,
50,R&P,791,A,ND,13105,,MEADOWLARK,AV,BEE CANYON PARK,GRANADAHILLS,91344,12,481C4,0,,
50,R&P,791,C,ND,13151,,MEADOWLARK,AV,BEE CANYON PARK,GRANADAHILLS,91344,12,481C4,0,,
21,SAN,16,*,ND,2714,,MEDIA CENTER,DR,SANITATION FACILITY,LOS ANGELES,90039,5,,,4999-965,
50,R&P,953,*,ND,7441,,MELBA,AV,MELBA/COHASSET STREET PARK,CANOGA PARK,91304,3,529F4,0,,
5,FIR,52,*,SD,4957,,MELROSE,AV,FIRE STATION #52,LOS ANGELES,90029,13,593J7,6892,,5535018901
51,LIB,12,*,SD,6121,,MELROSE,AV,JOHN C. FREMONT LIBRARY,LOS ANGELES,90038,4,593F4,4276,,5533037903
25,STM,40,*,,7198,,MELROSE,AV,PEDESTRIAN TUNNEL,LOS ANGELES,90046,0,590C7,0,,
50,R&P,216,*,SD,7929,,MELROSE,AV,FAIRFAX SENIOR CITIZEN CENTER,LOS ANGELES,90046,5,568D6,0,,
25,STM,179,*,,8401,,MELROSE,PL,NON-STRUCTURAL SERVICE,,90069,0,,0,,
50,R&P,216,A,ND,8403,,MELROSE,PL,PUBLIC BLDG FACILITY,LOS ANGELES,90048,5,593A7,0,,
5,FIR,13,C,SD,1201,,MENLO,AV,FIRE STATION #13,LOS ANGELES,90006,1,634A4,2637,,5076019900
50,R&P,212,*,SD,3900,S,MENLO,AV,EXPOSITION PARK & REC CENTER,LOS ANGELES,90008,8,674A2,0,,
50,R&P,212,A,SD,3900,S,MENLO,AV,EXPOSITION PARK & REC CENTER,LOS ANGELES,90008,8,674A2,0,,
50,R&P,212,C,SD,3900,S,MENLO,AV,EXPOSITION PARK,LOS ANGELES,90008,8,673C2,0,,
24,R&P,301,*,,3966,,MENLO,AV,REC & PARKS SERVICE,,90037,0,,0,,
50,R&P,212,E,SD,3970,,MENLO,AV,REC & PARKS SERVICE,LOS ANGELES,90037,8,674A2,0,,
49,VAR,1,B,SD,3980,S,MENLO,AV,EXPOSITION PARK,LOS ANGELES,90037,8,674A2,0,,"5037027915, 5037027907"
50,R&P,212,H,SD,3980,S,MENLO,AV,EXPOSITION SWIMMING POOL,LOS ANGELES,90037,8,674A2,0,,5037027921
24,R&P,302,*,,3990,,MENLO,AV,REC & PARKS SERVICE,,90037,0,,0,,
50,R&P,212,G,SD,3990,S,MENLO,AV,EXPOSITION CLUB HOUSE,LOS ANGELES,90037,8,674A2,0,,5037027921
63,VAR,623,*,SD,8707,S,MENLO,AV,VERMONT MANCHESTER,LOS ANGELES,90008,8,704A4,0,,6038010902
50,R&P,596,*,ND,4530,,MERCURY,AV,ROSE HILLS REC CENTER,EL SERENO,90032,14,595D6,0,,
50,R&P,244,C,,6240,,MERIDIAN,ST,REC & PARKS SERVICE,LOS ANGELES,90042,14,595 E1,0,,
50,R&P,244,B,,6270,,MERIDIAN,ST,REC & PARKS SERVICE,,90042,0,,0,,
50,R&P,244,*,ND,6300,,MERIDIAN,ST,GARVANZA PARK,HIGHLAND PK,90042,14,595E1,0,,
25,STM,523,*,ND,18565,,MERRIDY,ST,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91324,0,,0,,
25,STM,775,*,ND,18607,,MERRIDY,ST,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91324,0,,0,,
25,STM,566,*,ND,18811,,MERRIDY,ST,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91324,0,,0,,
25,STM,483,*,ND,18815,,MERRIDY,ST,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91324,0,,0,,
25,STM,175,*,,255,,MESA,RD,LANDSCAPE MEDIAN ISLAND,SANTA MONICA,90402,0,,0,,
19,CUL,16,*,SD,438,N,MESA,ST,PERFORMING ARTS FIREHOUSE,SAN PEDRO,90731,15,824C4,5080,,7449009900
1,CDD,55,*,SD,501,N,MESA,ST,NEIGHBORHOOD HOUSING SERVICE OF LOS ANGELES,SAN PEDRO,90731,15,824C4,0,,7449002900
50,R&P,12,*,SD,828,S,MESA,ST,ANDERSON SENIOR CITIZEN CENTER,SAN PEDRO,90731,15,824C4,0,,7455010903
50,R&P,12,A,SD,828,S,MESA,ST,ANDERSON SCC,SAN PEDRO,90731,15,824C4,0,,7455010903
50,R&P,12,B,SD,832,S,MESA,ST,REC & PARKS SERVICE,LOS ANGELES,90731,15,,0,,7455010903
25,STM,608,*,,1940,,MICHIGAN,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90033,0,,0,,
63,DOT,707,*,ND,2377,,MIDVALE,AV,LOT # 707,LOS ANGELES,90064,5,632 C6,,,4322004903
26,STM,53,*,ND,8902,,MIKUNI,AV,ST.MAINT GRADE SEPARATION,NORTHRIDGE,91324,0,500F7,0,,
21,SAN,320,*,SD,2600,W,MINER,ST,MINER ST.PUMPING STATION,SAN PEDRO,90731,15,824D7,0,,
5,FIR,110,*,SD,2945,,MINER,ST, #110/FIRE BOAT #5,SAN PEDRO,90731,15,854D1,966,,7440034901
7,DAR,4,D,SD,793,W,MIRAFLORES,AV,FUTURE HARBOR ANIMAL SHELTER,SAN PEDRO,90731,15,824B3,,,
7,DAR,4,E,SD,795,W,MIRAFLORES,AV,FUTURE HARBOR ANIMAL SHELTER,SAN PEDRO,90731,15,824B3,,,
7,DAR,4,A,SD,801,W,MIRAFLORES,AV,FUTURE HARBOR ANIMAL SHELTER,SAN PEDRO,90731,15,824B3,,,
7,DAR,4,B,SD,803,W,MIRAFLORES,AV,FUTURE HARBOR ANIMAL SHELTER,SAN PEDRO,90731,15,824B3,,,
7,DAR,4,F,SD,811,W,MIRAFLORES,AV,FUTURE HARBOR ANIMAL SHELTER,SAN PEDRO,90731,15,824B3,,,
7,DAR,4,C,SD,813,W,MIRAFLORES,AV,FUTURE HARBOR ANIMAL SHELTER,SAN PEDRO,90731,15,824B3,,,
1,DGS,37,C,CD,786,S,MISSION,RD,7TH ST CONSOLIDATED FACIL- Sanitation,LOS ANGELES,90021,14,634H6,0,,5171024904
1,VAR,50,C,ND,1014,N,MISSION,RD,"DOT, PD Central Parking Enforcement",Los Angeles,90033,14,635A3,8025,4999-806.2,5410011001
1,VAR,50,*,ND,1016,N,MISSION,RD,"DOT, PD Central Parking Enforcement",Los Angeles,90033,14,635A3,9203,4999-806.2,5410011001
1,VAR,50,A,ND,1016,N,MISSION,RD,GSD Fleet Services Building,Los Angeles,90033,14,635A3,9203,4999-806.1,5410011001
1,VAR,50,B,ND,1016,N,MISSION,RD,LESSOR: MISSION RFT/SR LLC,Los Angeles,90033,14,635A3,8025,4999-806.2,5410011001
25,STM,162,*,,3130,N,MISSION,RD,LANDSCAPE MEDIAN ISLAND,,90031,0,,0,,
25,STM,163,*,,3211,N,MISSION,RD,LANDSCAPE MEDIAN ISLAND,,90031,0,,0,,
50,R&P,376,G,SD,3300,N,MISSION,RD,LINCOLN PARK,LINCOLN HTS,90031,1,635B1,0,,5211021901
50,R&P,376,C,SD,3310,N,MISSION,RD,LINCOLN PARK,LINCOLN HTS,90031,1,635B1,0,,5211021901
50,R&P,376,H,ND,3540,N,MISSION,RD,LINCOLN PARK -Plaza de la Raza- Stage only- non struct,LINCOLN HTS,90031,1,635B1,0,,5211021901
50,R&P,376,I,SD,3542,N,MISSION,RD,LINCOLN PARK,LINCOLN HTS,90031,1,635B1,0,,5211021901
50,R&P,376,B,SD,3600,N,MISSION,RD,LINCOLN PARK MAINTENANCE,LINCOLN HTS,90031,1,635B1,0,,5211021901
47,VAR,64,*,ND,3611,N,MISSION,RD,NORTH MISSION HEALTH CARE,LINCOLN HTS,90031,1,635B1,0,,5211009015
50,R&P,376,D,SD,3700,N,MISSION,RD,LINCOLN PARK,LINCOLN HTS,90031,1,635B1,0,,5211021901
8,STM,14,*,ND,11165,,MISSOURI,AV,BEL AIR DIST ST MTCE YARD,BEL AIR,90025,11,632B6,35991,,4323026900
21,SAN,8,*,ND,11168,,MISSOURI,AV,WEST L.A. SEWER MTCE YARD,WEST L.A.,90025,11,632B6,10321,,
21,SAN,8,A,ND,11168,,MISSOURI,AV,WEST L.A. SEWER MTCE YARD,WEST L.A.,90025,11,632B6,0,,
21,SAN,8,B,ND,11168,,MISSOURI,AV,WEST L.A. SEWER MTCE YARD,WEST L.A.,90025,11,632B6,0,,
21,SAN,8,C,ND,11168,,MISSOURI,AV,WEST L.A. SEWER MTCE YARD,WEST L.A.,90025,11,632B6,0,,4323025900
50,R&P,680,A,ND,11759,,MISSOURI,AV,STONER RECREATION CENTER,WEST L. A.,90025,11,631J6,0,,
60,DAR,844,*,ND,11950,,MISSOURI,AV,WEST LOS ANGELES ANIMAL SHELTER,WEST L.A.,90025,11,632A7,12300,,4259020900
25,STM,123,I,,1261,,MONACO,DR,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,,0,,
25,STM,123,G,,1301,,MONACO,DR,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,,0,,
25,STM,123,E,,1475,,MONACO,DR,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,,0,,
25,STM,123,F,,1493,,MONACO,DR,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,,0,,
50,R&P,276,I,ND,12000,,MONTAGUE,ST,HANSEN DAM GOLF COURSE/PARK,SUN VALLEY,91331,7,502G4,0,,
50,R&P,276,H,ND,12002,,MONTAGUE,ST,HANSEN DAM GOLF COURSE/PARK,SUN VALLEY,91331,7,502G4,0,,
25,STM,48,*,,1701,,MONTANA,ST,TUNNEL,LOS ANGELES,90026,0,,0,,
25,STM,932,*,,9201,1/2,MONTE MAR,DR,LANDSCAPE MEDIAN ISLAND,Los Angeles,90035,0,,,,
25,STM,274,*,,501,,MONTECITO,DR,LANDSCAPE MEDIAN ISLAND,,90031,0,,0,,
25,STM,33,*,,534,,MONTECITO,DR,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90031,0,,0,,
62,VAR,93,T,ND,1050,,MONTECITO,CI,COMMUNICATION SITE,MONTECITO HT,90031,14,595B4,0,4999-438A,
50,R&P,7,*,ND,4125,,MONTEREY,RD,ERNEST E. DEBS REGIONAL PARK,LOS ANGELES,90032,1,595C4,0,,5302002901
50,R&P,7,A,ND,4235,,MONTEREY,RD,ERNEST E. DEBS REGIONAL PARK,LOS ANGELES,90032,1,595C4,0,,5302002901
25,STM,284,*,,5916,,MONTEREY,RD,LANDSCAPE MEDIAN ISLAND,,90042,0,,0,,
25,STM,950,*,,5937,,MONTEREY,RD,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90042,0,,0,,
25,STM,27,*,,6419,,MONTEREY,RD,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90042,0,595E3,0,,
26,STM,712,*,ND,1025,,MONUMENT,ST,LANDSCAPE MEDIAN ISLAND,Los Angeles,90272,1,631 A5,,,
26,STM,712,A,ND,1037,,MONUMENT,ST,LANDSCAPE MEDIAN ISLAND,Los Angeles,90272,1,631 A5,,,
50,R&P,823,*,ND,11240,,MOORPARK,ST,WOODBRIDGE PARK,STUDIO CITY,91602,4,563A5,0,,
50,R&P,436,A,,12001,,MOORPARK,ST,REC & PARKS SERVICE,,91604,0,,0,,
50,R&P,436,B,,12033,,MOORPARK,ST,REC & PARKS SERVICE,,91604,0,,0,,
50,R&P,436,*,ND,12061,,MOORPARK,ST,MOORPARK PARK,STUDIO CITY,91607,2,562G4,0,,
51,LIB,25,*,ND,12511,,MOORPARK,ST,STUDIO CITY BRANCH LIBRARY,STUDIO CITY,91604,2,562F4,5230,,2362028031
51,LIB,51,*,ND,14245,,MOORPARK,ST,SHERMAN OAKS BRANCH LIBRARY,SHERMAN OAKS,91423,2,562B4,12500,,2265018900
26,STM,213,*,SD,801,,MORAGA,DR,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,591H6,0,,
25,STM,918,*,,820,,MORAGA,DR,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,,0,,
25,STM,891,*,,835,,MORAGA,DR,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,,0,,
50,R&P,26,E,SD,4536,,MOSHER,AV,ARROYO SECO PARK,LOS ANGELES,90031,14,595B4,0,,5303025900
50,R&P,112,*,ND,2459,,MOTOR,AV,PACIFIC REGION WEST AREA HEADQUARTERS,RANCHO PARK,90064,5,632F4,0,,
50,R&P,112,A,ND,2551,,MOTOR,AV,PACIFIC REGION WEST AREA HEADQUARTERS,RANCHO PARK,90064,5,632F4,0,,
50,R&P,112,B,ND,2601,,MOTOR,AV,PACIFIC REGION WEST AREA HEADQUARTERS,RANCHO PARK,90064,5,632F4,0,,4318001900
50,R&P,112,C,,2693,,MOTOR,AV,PACIFIC REGION WEST AREA HEADQUARTERS,RANCHO PARK,90064,5,632F4,0,,
25,STM,865,I,,3028,1/2,MOTOR,AV,LANDSCAPE MEDIAN ISLAND,Los Angeles,90034,,,,,
25,STM,865,H,,3032,1/2,MOTOR,AV,LANDSCAPE MEDIAN ISLAND,Los Angeles,90034,,,,,
25,STM,865,D,,3101,1/2,MOTOR,AV,LANDSCAPE MEDIAN ISLAND,Los Angeles,90034,5,,,,
25,STM,865,E,,3151,1/2,MOTOR,AV,LANDSCAPE MEDIAN ISLAND,Los Angeles,90034,5,,,,
5,FIR,43,*,ND,3690,,MOTOR,AV,FIRE STATION # 43,Los Angeles,90034,10,672 F1,10365,,
50,R&P,64,B,SD,933,S,MOTT,ST,BOYLE HEIGHTS SPORTS CTR,BOYLE HGHTS,90023,14,635A6,0,,5189010919
20,SAN,13,*,ND,5050,,MT HOLLYWOOD,WY,TOYON CANYON PARK RECLAMATION PROJECT,LOS ANGELES,90039,4,563H5,0,,1
20,SAN,13,A,ND,5050,,MT HOLLYWOOD,WY,TOYON CANYON PARK RECLAMATION PROJECT,GRIFFITH PK,90039,4,563H5,150,,
20,SAN,13,B,ND,5050,,MT HOLLYWOOD,WY,TOYON CANYON PARK RECLAMATION PROJECT,GRIFFITH PK,90039,4,563H5,950,,
20,SAN,13,C,ND,5050,,MT HOLLYWOOD,WY,TOYON CANYON PARK RECLAMATION PROJECT,GRIFFITH PK,90039,4,563H5,450,,
1,DGS,9,T,CD,3800,,MT LEE,DR,MT. LEE COMMUNICIATION CENTER,LOS ANGELES,90068,4,563G6,0,L-5249S,
22,ITA,36,*,ND,3800,,MT LEE,DR,"TENANT: U.S. DEPT OF JUSTICE, FBI",LOS ANGELES,90068,4,563G6,0,L-5249-Q,
21,SAN,312,*,ND,300,,MT. HOLYOKE,AV,MT HOLYOKE PUMPING STATION,PACFC PALSDS,90272,11,630J6,0,,
21,SAN,137,*,ND,310,,MT. HOLYOKE,AV,PUMPING PLANT #37,PACFC PALSDS,90272,11,630J6,96,,
25,STM,689,*,ND,18848,,MUIRKIRK,DR,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91326,0,,0,,
1,GSD,9,J,CC,5927,,MULHOLLAND,HY,MOUNT LEE PUMP HOUSE,Los Angeles,90068,4,,,,
25,STM,80,*,,7036,,MULHOLLAND,DR,LANDSCAPE MEDIAN ISLAND,,90068,0,,0,,
25,STM,70,*,,7701,,MULHOLLAND,DR,LANDSCAPE MEDIAN ISLAND,,90046,0,,0,,
5,FIR,97,*,ND,8021,,MULHOLLAND,DR,FIRE STATION #97,MT. OLYMPUS,90046,2,593A1,5499,,2380030901
50,R&P,356,A,ND,8260,,MULHOLLAND,DR,REC & PARKS SERVICE,LOS ANGELES,90046,5,592j1,0,,5565004900
50,R&P,356,*,ND,8300,,MULHOLLAND,DR,LAUREL CANYON PARK,LOS ANGELES,90046,13,592H2,0,,
25,STM,160,*,,8340,,MULHOLLAND,DR,LANDSCAPE MEDIAN ISLAND,,90046,0,,0,,
26,STM,339,*,SD,8371,,MULHOLLAND,DR,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90046,0,592G2,0,,
25,STM,164,*,,8410,,MULHOLLAND,DR,LANDSCAPE MEDIAN ISLAND,,90046,0,,0,,
5,FIR,108,*,ND,12520,,MULHOLLAND,DR,FIRE STATION #108,Beverly Hills,90210,5,562F7,5050,,4387002900
50,R&P,123,*,ND,12600,,MULHOLLAND,DR,COLDWATER CANYON PARK,LOS ANGELES,90210,13,592F1,0,,
1,DGS,63,,ND,12601,,MULHOLLAND,DR,EMERGENCY COMMUNICATION CENTER,LOS ANGELES,90210,13,592F7,0,L-7380-R.1,2384024900
25,STM,514,*,ND,13951,,MULHOLLAND,DR,LANDSCAPE MEDIAN ISLAND,VAN NUYS,91405,0,,0,,
25,STM,551,*,ND,14123,,MULHOLLAND,DR,LANDSCAPE MEDIAN ISLAND,VAN NUYS,91403,0,,0,,
25,STM,907,*,,14140,,MULHOLLAND,DR,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90024,0,,0,,
5,FIR,99,*,ND,14145,,MULHOLLAND,DR,FIRE STATION #99,SHERMAN OAKS,91423,5,562B7,10000,,2272033901
