row	Park Property	Sub-Park Name	Address	City	Zip	Rgn.	CD 1	CD 2	CD 3	Acreage	Sub Acreage	Board Report #	Acquisition Date	Thomas Guide	Former/Alternate Name	APN	Comments	Part ofÌä
420	SHATTO RECREATION CENTER		3191 W. 4TH ST.			M	4			5.45				634-A2				
421	SHAW (LESLIE N.) PARK		2250 W. JEFFERSON BLVD.			P	10			0.63				633-G7				
422	SHELDON-ARLETA PARK  (Phases 3A/3B)		8701 N. SHARP AVENUE			V	6			45.16				532-F1				
423	SHELDON SKATE PARK 		12477 SHELDON STREET			V	6			2.11				502-F7				
424	SHERMAN OAKS CASTLE PARK		4989 N. SEPULVEDA BLVD.			V	4			4.98				561-H3				
425	SHERMAN VILLAGE RIVER GREENWAY PARK						4			1.53								
426	SILVERLAKE MEADOWS PARK		2543 N. ARMSTRONG AVE.			M	4			4.48				594-D3				
427	SILVERLAKE RECREATION CENTER                       		1850 W. SILVERLAKE DR.			M	13			3.93				594-D5				
428	* Sub-Park (Silverlake Rec Ctr)	SILVERLAKE DOG PARK                       	1850 W. SILVERLAKE DR.			M	13				1.12			594-D5				
429	SLAUSON (JAMES) RECREATION CENTER		5306 S. COMPTON AVE.			P	9			3.63				674-F5				
430	SLAVIN (JAIME BETH) PARK		7965 N. WHITSETT AVE.			V	2			6.95				532-E2				
431	SMITH (CARLIN G.) RECREATION CENTER		511 W. AVE. 46			M	1			2.64				595-A4				
432	SMITH (DOROTHY J.  & BENJAMIN B.) PARK		7020 W. FRANKLIN AVE.			M	13			0.49				593-D4				
433	SNYDER (ROSS) RECREATION CENTER		1501 E. 41ST ST.			P	9			11.34				674-F3				
434	SOUTHEAST VALLEY ROLLER & SKATEBOARD PARK (SE VALLEY PROJECT)		12477-12511 W. SHELDON ST			V	6			2.17				502 E-7, F-7				
435	SOUTH L.A. WETLANDS PARK		5413 S. AVALON BLVD.			P	9			9				674-D5				
436	SOUTH L. A. SPORTS ACTIVITY CENTER		7020 S. FIGUEROA ST.			P	8			0.74				674-B7				
437	SOUTH PARK RECREATION CENTER		345 E. 51ST ST			P	9			18.25				674-D4				
438	SOUTH SEAS HOUSE PARK		2301 W. 24TH ST.			M	10			1.04				633-G6				
439	SOUTH VICTORIA AVENUE PARK 		6537 SOUTH VICTORIA AVE.			P	8			0.26				673-F7				
440	SPRING STREET PARK  (Phase 2)		428 S. SPRING STREET			M	14			0.8				634-F4				
441	STATE STREET RECREATION CENTER		716 N. STATE ST.			M	14			2.62				635-A3				
442	STEERS PROPERTY		S. OF OWEN BROWN RD.			V	3			21.35				590-E1				
443	STETSON RANCH PARK		13877 N. GLENOAKS BLVD.			V	7			28.31				481-G1				
444	STONEHURST RECREATION CENTER		9901 N. DRONFIELD ST.			V	7			13.71				502-J5				
445	STONER RECREATION CENTER		1835 S. STONER AVE.			P	11			8.66				632-A6				
446	STONEY POINT PARK		10870 N. TOPANGA CANYON BLVD.			V	12			29.06				500-A2				
447	STRATHERN PARK, NORTH		8041 N. WHITSETT AVE.			V	2			12.74				532-F2				
448	STRATHERN PARK, WEST		12541 W. SATICOY ST.			V	2			9.38				532-E3				
449	STUDIO CITY MINI-PARK		12505 W. MOORPARK ST.                 .			V	2			0.43				562-F4				
450	STUDIO CITY RECREATION CENTER		12621 W. RYE ST.			V	2			8.46				562-E4				
451	SULLIVAN CANYON PARK		NE OF SULLIVAN FIRE RD.			P	11			23.29				631-C1				
452	SUN VALLEY PARK		8133 N. VINELAND AVE.			V	6			17.26				533-A2				
453	SUNLAND PARK		8651 W. FOOTHILL BLVD.			V	2			16.45				503-F3				
454	SUNNYNOOK RIVER PARK		1-5 FRWY, LA RIVER/GLENDALE BLV				4			3.4								
455	SUTTON (ALGIN) RECREATION CENTER		8800 S. HOOVER ST.			P	8			16.46				704-B3				
456	SYCAMORE GROVE PARK		4702 N. FIGUEROA ST.			M	1			13.62				595-B4				
457	SYLMAR PARK		13109 N. BORDEN AVE.			V	7			19.78				482-A4				
458	TARZANA RECREATION CENTER		5655 N. VANALDEN AVE.			V	3			5.57				560-G1				
459	TATUM (JACKIE)/HARVARD RECREATION CENTER 		1535 W. 62ND ST.			P	8			12.88				673-J6				
460	TAXCO TRAILS PARK		23367 W. INGOMAR ST.			V	12			2.45				529-F3				
461	TELFAIR PARK		15721 W. COBALT ST			V	7			1.29				481 G-4	TAYLOR YARD; SEE			
462	TEMESCAL CANYON PARK		15900 W. PACIFIC COAST HWY.			P	11			37.59				630-J6				
463	TEMESCAL RIDGE TRAILHEAD		16701 VIA LAS PALMAS 			P	11			0.46				630-H1				
464	TIARA ST.  SITE		11480 W. TIARA ST.			V	2			1.56				562-H1				
465	TITMOUSE PARK		415 E. CULVER BLVD.			P	11			0.29				702-B3				
466	TOBERMAN RECREATION CENTER		1725 S. TOBERMAN ST.			M	1			2.74				634-C5				
467	TOBIAS AVENUE PARK		9122 N. TOBIAS AVE.			V	6			1.61				501-J7				
468	TRASK TRIANGLE		TRASK AVE. AND WATERVIEW ST.			P	11			0.15				702-B4				
469	TRIANGLE PARK		652 W. MARR STREET			P	11			0.09				671-J6				
470	TRINITY RECREATION CENTER		2415 S. TRINITY ST.			P	9			2.06				674-D1				
471	TUJUNGA GREENBELT & PEDESTRIAN BRIDGE		COLDWATER CYN AVE. BTWN. OXNARD ST. & CHANDLER BLVD.			V	2			8.22				532-E7				
472	TUJUNGA INFILTRATION GALLERIES		BIG TUJUNGA CYN. BLVD.           N. OF MT. GLEAS			V	2			47.41				503-J1				
473	UNIDAD PARK (Formerly Beverly Park)		1644-48 W. BEVERLY BLVD.			M	13			0.32				634-D2		5153-012-900		
473	UNIDAD PARK (Formerly Beverly Park)		1644-48 W. BEVERLY BLVD.			M	13			0.32				634-D2		5153-012-901		
474	VALCREST (CAMP)		H C 01 BOX 18 (LA CANADA)				NA			10								
475	VALENCIA (ROSS) COMMUNITY PARK		EAST 1ST AND N. CHICAGO STREET			M	14			0.09				635-A5				
476	VALENCIA TRIANGLE		8TH & VALENCIA ST.			M	1			0.06				634-D4				
477	VALENS (RITCHIE) PARK		10731 LAUREL CANYON BLVD.			V	7			25.77				502-B3				
478	VALLEY GLEN COMMUNITY PARK		6150 N. ATOLL AVE.			V	2			5.7				532-D7				
479	VALLEY PLAZA PARK		12240 W. ARCHWOOD ST.			V	2			77.64				532-F6				
480	* Sub-Park (Valley Plaza Park)	WHITSETT SPORTS FIELDS	7000 N. WHITSETT AVE.			V	2				30.62			532-F6				
481	* Sub-Park (Valley Plaza Park)	LAURELGROVE PARK	6226 N. LAURELGROVE AVE.			V	2				3.06			532-F6				
482	VAN NESS RECREATION CENTER		5720 S. 2ND AVE.			P	8			7.81				673-G5				
483	VAN NORMAN LAKES RESERVOIR		15800 W. RINALDI ST.			V	12			10.9				501-F1				
484	VAN NUYS MULTIPURPOSE CENTER		6514 N. SYLMAR AVE.			V	2			1.38				532-A6		2237-015-900		INC. Bernardi CENTER
484	VAN NUYS MULTIPURPOSE CENTER		6514 N. SYLMAR AVE.			V	2			1.38				532-A6		2237-015-901		INC. Bernardi CENTER
485	VAN NUYS RECREATION CENTER		14301 W. VANOWEN AVE.			V	6			3.89				532-A5				
486	VAN NUYS - SHERMAN OAKS PARK 		14201 W. HUSTON ST.			V	4			65.18				562-A3				
487	VANALDEN PARK		8956 N. VANALDEN AVE.			V	12			10.89				500-G7				
488	VENICE BEACH 		2300 S. OCEAN FRONT WALK			W	11			160.75				671-G6				
489	VENICE HIGH SCHOOL POOL		2490 S. WALGROVE AVE.			P	11			1.47				672-B5				
490	VENICE OF AMERICA CENTENNIAL PARK		501 S. VENICE BLVD.			P	11			0.89				671-H6				
491	VENICE RESERVOIR SITE		3324 S. CENTINELA AVE.			P	11			14.33				672-B2				
492	* Sub-Park (Venice Reservoir Site)	OCEAN VIEW FARMS COMMUNITY GARDEN	3300 S. CENTINELA AVE.			P	11				5.7			672-B2				
493	* Sub-Park (Venice Reservoir Site)	NORTH VENICE LITTLE LEAGUE FIELDS	3321 GRAN VIEW BLVD.			P	11				8.63			672-B2				
494	VENTURA AND STRATHERN						6			0.69								
495	VERDUGO HILLS POOL		10654 N. IRMA AVE.			V	7			0.75				503-J3				
496	VERDUGO MOUNTAIN PARK		9999 w. EDMORE PLACE			V	2			587.97				533-D2				
497	* Sub-Park (Verdugo Mtn Park)	VILLA CABRINI PARK	9401 VILLA CABRINI DRIVE, WEST			V	2				17.07			533-D2				
498	VERMONT & GAGE POCKET PARK		2900 N. VERMONT				9			0.38								
499	VERMONT MIRACLE PARK		954 W. 81ST/8102 S. VERMONT			P	8			0.23				704-A-2				
500	VERMONT PARKWAY		VERMONT AVE. BTWN.            LOS FELIZ BLVD. & GRIFFITH PARK			M	4			2.58				594-A2				
501	VERMONT SQUARE		1248 W. 47TH ST.			P	9			3.01				674-A4				
502	VERNON BRANCH LIBRARY POCKET PARK 		4501 S. CENTRAL AVE.			P	9			0.15				674-E3				
503	VIA DOLCE PARK		3501-3507 S. VIA DOLCE			P	11			0.14				671-J7				
504	VICTORY-VINELAND RECREATION CENTER		11117 W. VICTORY BLVD.			V	2			6.48				532-J6				
505	VIKING PARK		11500 N. VIKING AVE.			V	12			10.07				500-H1				
506	VINEYARD RECREATION CENTER		2942 S. VINEYARD AVE.			P	10			0.93				633-D7				
507	VISTA DEL MAR PARK		8150 S. VISTA DEL MAR 			P	11			0.84				702-B5				
508	VISTA HERMOSA SOCCER FIELD		1301 W. 1ST STREET			M	1			1.88				634-E2				
509	WABASH RECREATION CENTER		2765 E. WABASH AVE.			M	14			1.87				635-C4				
510	WALL STREET COMMUNITY PARK		8620 S. WALL ST.			P	9			0.09				704-D2				
511	WARNER RANCH PARK		5830 N. TOPANGA CANYON BLVD.			V	3			15.31				560-A1				
512	WASHINGTON IRVING POCKET PARK		4103 W. WASHINGTON BLVD.			M	10			0.13				633-E5				
513	WATTLES GARDEN PARK		1824 N. CURSON AVE.			L	4			47.58				593-C3				
514	WATTS COMMUNITY PARK (formerly Monitor Avenue Park)		11300-11320 SOUTH MONITOR			P	15			1.13				704-G-6				
515	WATTS CULTURAL CRESCENT		1780 E. SANTA ANA BLVD.			P	15			2.95				704-G5				
516	WATTS SENIOR CITIZEN CENTER		1657 E. CENTURY BLVD.			P	15			1.3				704-G4				
517	WAYS PARK					P	9			0.38								
518	WEDDINGTON PARK, NORTH		10844 W. ACAMA ST.			V	2			10.21				563-A5				
519	WEDDINGTON PARK, SOUTH		10800 W. VALLEY HEART DR.			V	2			14.48				563-A6				
520	WELCOME PARK 		415 N. GAFFEY STREET				15			0.4				824-B4				
521	WEST BOULEVARD PARK (aka Buckingham Place Park)		WEST BLVD & ANGELES BLVD.				10			0.21								
522	WEST HILLS SPORTS CENTER		6900 N. VALLEY CIRCLE BLVD.			V	12			15.05				529-D5				
523	WESTCHESTER RECREATION CENTER		7000 W. MANCHESTER AVE.			P	11			23.58				702-E3				
524	WESTMINSTER PARK              		1234 S PACIFIC AVE.			P	11			2.24				671-G6				
525	* Sub-Park (Westminster Park)	WESTMINSTER DOG PARK	1234 S PACIFIC AVE			P	11				0.87			671-G6				
526	WESTSIDE NEIGHBORHOOD PARK		3085 S. CLYDE AVE.			P	10			1.21				633-A7				
527	WESTWOOD GARDENS PARK		10861 WELLWORTH AVE.			P	5			0.29				632-B3				
528	WESTWOOD PARK		1350 S. SEPULVEDA BLVD.			P	5			26.7				632-A4				
529	WHITE POINT PARK NATURE PRESERVE		1600 W. PASEO DEL MAR			P	15			95.22				853-H1				
530	WHITNALL HIGHWAY PARK		5801 1/2 WHITNALL HWY.			V	2			10.52				563-A1				
531	* Sub-Park (Whitnall Hwy Park)	WHITNALL DOG PARK	5801 1/2 WHITNALL HWY.			V	2				1.65			563-A1				
532	WIENER (BUDD) PARK		4301 VIA MARISOL			M	14			0.79				595-D4				
533	WILBUR-TAMPA PARK		12001 WILBUR AVE.			V	12			7.29				480-F7				
534	WILL ROGERS STATE BEACH		17600 PACIFIC COAST HWY			P	11			102.9				630-H6				
535	WILMINGTON RECREATION CENTER		325 NEPTUNE AVE.			P	15			7.31				794-D7				
536	WILMINGTON TOWN SQUARE		"AVALON PLACE & ""I"" ST.  (104 E ""I"" Street)"			P	15			0.48				794-E6				
537	WILMINGTON VETERANS PARK		1148 N. WATSON AVE.			P	15			3.96				794-G5				
538	WINNETKA RECREATION CENTER		8401 WINNETKA AVE.			V	3			15.95				530-E2				
539	WOODBINE PARK		3409 VINTON AVE.			P	5			0.67				632-F7				
540	WOODBRIDGE PARK		11240 MOORPARK ST.			V	2			4.71				562-J4				
541	WOODLAND HILLS RECREATION CENTER		5858 SHOUP AVE.			V	3			18.76				559-J1				
542	WOODSIDE TRIANGLE		WOODSIDE DR. & MARMION WAY (3571 Pasadena Ave)			M	1			0.17				595-B4				
543	YORK BOULEVARD POCKET PARK		4948-4956 YORK BLVD			M	14			0.3				595-B-1				
544	YOSEMITE RECREATION CENTER		1840 YOSEMITE DR.			M	14			10				565-B6				
545	YUCCA COMMUNITY CENTER		6671 W. YUCCA ST.			M	13			0.97				593-E4				
546	ZELZAH PARK		11690 ZELZAH AVE.			V	12			9.74				481-A7				
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
				#REF!	#REF!													
				#REF!	#REF!													
				#REF!	#REF!													
				#REF!	#REF!													
