Depart #,Dept,Bldg #,Sub ID,Maint Dist,Street #,Street Dir,Street Name,Street Type,Bldg Name,Community,Zip Code,Council Dist,Thomas Bros,Square Ft,Lease #,APN,compiled_address,compiled_lat,compiled_lng
26,STM,186,*,SD,1175,"",SUMMERLAND,AV,LANDSCAPE MEDIAN ISLAND,SAN PEDRO,90731,0,824A4,0,"","","San Pedro, CA",33.733299255371094,-118.30000305175781
25,STM,648,*,ND,8101,"",SUNLAND,BL,LANDSCAPE MEDIAN ISLAND,SUN VALLEY,91352,0,"",0,"","","Sun Valley, ID",43.68986892700195,-114.34510803222656
25,STM,742,*,ND,8195,"",SUNLAND,BL,LANDSCAPE MEDIAN ISLAND,SUN VALLEY,91352,0,"",0,"","","Sun Valley, ID",43.68986892700195,-114.34510803222656
25,STM,356,*,SD,425,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90012,0,"",0,"","","90012, CA",34.066219329833984,-118.23871612548828
25,STM,411,*,"",445,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,"",90012,0,"",0,"","","90012, CA",34.066219329833984,-118.23871612548828
25,STM,941,*,"",701,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90012,0,"",0,"","","90012, CA",34.066219329833984,-118.23871612548828
26,STM,172,*,SD,1095,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90012,0,634G2,0,"","","90012, CA",34.066219329833984,-118.23871612548828
9,POL,84,*,ND,1111,"",SUNSET,BL,Police Substn,Los Angeles,90012,1,634F2,"",4999-799,"","1111 W Sunset Blvd, Los Angeles, CA 90012",34.066276,-118.248603
25,STM,181,*,"",1401,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,"",90026,0,"",0,"","","90026, CA",34.07874298095703,-118.26375579833984
26,STM,19,*,SD,2000,W,SUNSET,BL,LANDSCAPE MEDIAN ISLAND,HOLLYWOOD,90026,13,594D7,"","","","Hollywood, CA",34.10807800292969,-118.3467025756836
51,LIB,103,A,SD,2005,W,SUNSET,BL,EDENDALE BRANCH,HOLLYWOOD,90028,13,594D7,"","",5404001900,"Hollywood, CA",34.10807800292969,-118.3467025756836
26,STM,87,*,SD,3601,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90026,0,594B5,0,"","","3601 W Sunset Blvd, Los Angeles, CA 90026",34.090263,-118.276847
25,STM,303,*,"",3701,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90026,0,"",0,"","","90026, CA",34.07874298095703,-118.26375579833984
63,VAR,619,*,SD,7500,"",SUNSET,BL,SUNSET-GARDNER,HOLLYWOOD,90046,4,593C4,0,"",5550025014,"7500 W Sunset Blvd, Los Angeles, CA 90046",34.097675,-118.353561
63,DOT,158,*,SD,7551,"",SUNSET,BL,"",LOS ANGELES,90046,4,593C4,2730,4999-972,5550009023,"7551 W Sunset Blvd, Los Angeles, CA 90046",34.09835433959961,-118.35413360595703
25,STM,957,*,"",11396,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,"",0,"","","90049, CA",34.086936950683594,-118.48825073242188
25,STM,826,*,"",13120,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,"",0,"","","90049, CA",34.086936950683594,-118.48825073242188
25,STM,123,*,"",13302,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,"",0,"","","90049, CA",34.086936950683594,-118.48825073242188
26,STM,194,*,SD,13318,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,631C4,0,"","","90049, CA",34.086936950683594,-118.48825073242188
25,STM,935,A,"",14650,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,PACFC PALSDS,90272,0,"",0,"","","Palms, CA",34.02280044555664,-118.40499877929688
25,STM,935,*,"",14700,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,PACFC PALSDS,90272,0,"",0,"","","Palms, CA",34.02280044555664,-118.40499877929688
25,STM,892,*,"",14720,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,PACFC PALSDS,90272,0,"",0,"","","Palms, CA",34.02280044555664,-118.40499877929688
25,STM,892,A,"",15199,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,PACFC PALSDS,90272,0,"",0,"","","Palms, CA",34.02280044555664,-118.40499877929688
63,VAR,681,*,ND,15216,"",SUNSET,BL,PACIFIC PALISADES,PACFC PALSDS,90272,11,631B5,0,"",4412002900,Palmas Barrio,17.971099853515625,-66.04149627685547
25,STM,822,*,"",15530,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,PACFC PALSDS,90272,0,"",0,"","","Palms, CA",34.02280044555664,-118.40499877929688
25,STM,936,*,"",15615,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,PACFC PALSDS,90272,0,"",0,"","","Palms, CA",34.02280044555664,-118.40499877929688
25,STM,931,*,"",15680,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,PACFC PALSDS,90272,0,"",0,"","","Palms, CA",34.02280044555664,-118.40499877929688
25,STM,822,A,"",16600,"",SUNSET,BL,LANDSCAPE MEDIAN ISLAND,PACFC PALSDS,90272,0,"",0,"","","Palms, CA",34.02280044555664,-118.40499877929688
1,DGS,71,*,ND,14442,"",SYLVAN,ST,493 SPACES,VAN NUYS,91401,6,531J7,0,"",2240003902,New York,42.93708419799805,-75.61070251464844
25,STM,697,*,ND,9402,"",TAMPA,AV,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91324,0,"",0,"","","Northridge, OH",39.976959228515625,-83.75672149658203
25,STM,441,*,ND,10431,"",TAMPA,AV,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91326,0,"",0,"","","Northridge, OH",39.976959228515625,-83.75672149658203
25,STM,751,*,ND,10455,"",TAMPA,AV,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91326,0,"",0,"","","Northridge, OH",39.976959228515625,-83.75672149658203
25,STM,753,*,ND,10585,"",TAMPA,AV,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91326,0,"",0,"","","Northridge, OH",39.976959228515625,-83.75672149658203
8,STM,274,*,ND,10785,"",TAMPA,AV,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91326,"",500 F1,"","","","Northridge, OH",39.976959228515625,-83.75672149658203
26,STM,274,*,ND,10785,"",TAMPA,AV,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91326,0,500F1,0,"","","Northridge, OH",39.976959228515625,-83.75672149658203
25,STM,447,*,ND,10809,"",TAMPA,AV,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91326,0,"",0,"","","Northridge, OH",39.976959228515625,-83.75672149658203
26,STM,273,*,ND,10825,"",TAMPA,AV,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91326,0,500F1,0,"","","Northridge, OH",39.976959228515625,-83.75672149658203
25,STM,752,*,ND,11009,"",TAMPA,AV,LANDSCAPE MEDIAN ISLAND,NORTHRIDGE,91326,0,"",0,"","","Northridge, OH",39.976959228515625,-83.75672149658203
21,SAN,171,*,SD,45,"",TERMINAL,WY,PUMPING PLANT #71,TERMINAL IS,90731,15,824D5,2100,"","","Terminal Island, CA",33.74781036376953,-118.26229858398438
21,SAN,170,*,SD,240,"",TERMINAL,WY,PUMPING PLANT #70,TERMINAL IS,90731,15,824D5,0,"","","Terminal Island, CA",33.74781036376953,-118.26229858398438
21,SAN,4,*,SD,3233,"",THATCHER,AV,VENICE-WESTCHESTER SEWER MAINTENANCE YARD,VENICE,90291,11,672A6,6875,"",4229002901,"Venice, Ven., Italy",45.43769836425781,12.31779956817627
21,SAN,4,A,SD,3235,"",THATCHER,AV,VENICE-WESTCHESTER SEWER MAINTENANCE YARD,VENICE,90291,11,672A6,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
8,STM,32,*,SD,3311,"",THATCHER,AV,THATCHER AVE-ST.CLEANING YARD,VENICE,90292,11,672A6,0,"",4229002901,"Venice, Ven., Italy",45.43769836425781,12.31779956817627
8,STM,32,A,SD,3311,"",THATCHER,AV,THATCHER AVE-ST.CLEANING YARD,VENICE,90292,11,672A6,200,"",4229002901,"Venice, Ven., Italy",45.43769836425781,12.31779956817627
8,STM,32,B,SD,3311,"",THATCHER,AV,THATCHER AVE-ST.CLEANING YARD,VENICE,90292,11,672A6,1224,"",4229002901,"Venice, Ven., Italy",45.43769836425781,12.31779956817627
8,STM,32,C,SD,3311,"",THATCHER,AV,THATCHER AVE-ST.CLEANING YARD,VENICE,90292,11,672A6,380,"",4229002901,"Venice, Ven., Italy",45.43769836425781,12.31779956817627
25,STM,958,*,"",11366,"",THURSTON,CI,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90049,0,"",0,"","","90049, CA",34.086936950683594,-118.48825073242188
25,STM,362,*,ND,8700,"",TOBIAS,AV,LANDSCAPE MEDIAN ISLAND,VAN NUYS,91402,0,"",0,"","",New York,42.93708419799805,-75.61070251464844
50,R&P,65,*,ND,9540,"",TOBIAS,AV,TOBIAS PARK,VAN NUYS,91402,6,502A6,0,"","",New York,42.93708419799805,-75.61070251464844
8,STM,27,*,ND,9324,"",TOPANGA CYN,BL,CHATSWORTH SANITATION BLDG,CHATSWORTH,91311,12,500A6,1300,"",2746013902,"9324 Topanga Canyon Blvd, Los Angeles, CA 91311",34.239959,-118.604972
25,STM,180,*,"",4800,"",TOWNSEND,AV,LANDSCAPE MEDIAN ISLAND,"",90041,0,"",0,"","","90041, CA",34.13713073730469,-118.20732879638672
9,POL,2,E,ND,3012,"",TREADWELL,ST,NORTHEAST POLICE STATION,ATWATER,90065,13,594F2,10855,"",5458006900,"3012 Treadwell St, Los Angeles, CA 90065",34.119762,-118.249382
21,SAN,118,*,ND,4200,"",TUJUNGA,AV,PUMPING PLANT #18,N. HOLLYWOOD,91604,2,562H5,43,"","","91604, CA",34.13962936401367,-118.3932113647461
50,R&P,448,*,ND,5301,"",TUJUNGA,AV,N.HOLLYWOOD PARK & REC CENTER,N. HOLLYWOOD,91607,4,562J2,0,"","","Hollywood Park, TX",29.59326934814453,-98.47413635253906
50,R&P,448,A,ND,5301,"",TUJUNGA,AV,N.HOLLYWOOD PARK & REC CENTER,N. HOLLYWOOD,91607,4,562H3,0,"","","Hollywood Park, TX",29.59326934814453,-98.47413635253906
50,R&P,448,C,ND,5301,"",TUJUNGA,AV,N.HOLLYWOOD PARK & REC CENTER,N. HOLLYWOOD,91607,4,562H3,0,"","","Hollywood Park, TX",29.59326934814453,-98.47413635253906
26,STM,18,A,ND,5553,"",TUJUNGA,AV,LANDSCAPE MEDIAN ISLAND,Los Angeles,91601,4,562 J1,"","","","5553 Tujunga Ave, Los Angeles, CA 91601",34.171791,-118.379264
26,STM,18,*,ND,5600,"",TUJUNGA,AV,LANDSCAPE MEDIAN ISLAND,Los Angeles,91601,4,562 J1,"","","","91601, CA",34.1682014465332,-118.37205505371094
50,R&P,218,*,ND,9521,"",TUJUNGA CANYON,BL,FELHABER-HOUK PARK,TUJUNGA,91042,2,504C6,0,"","","Tujunga, CA",34.2510986328125,-118.33100128173828
25,STM,459,*,ND,9105,"",TUJUNGA CYN,BL,LANDSCAPE MEDIAN ISLAND,TUJUNGA,91042,2,"",0,"","","Tujunga, CA",34.2510986328125,-118.33100128173828
25,STM,843,*,"",8510,"",TUSCANY,AV,LANDSCAPE MEDIAN ISLAND,PLAYA DELREY,90293,0,"",0,"","","Delrey, IL",40.67116928100586,-88.0165023803711
25,STM,846,*,"",8513,"",TUSCANY,AV,LANDSCAPE MEDIAN ISLAND,PLAYA DELREY,90293,0,"",0,"","","Delrey, IL",40.67116928100586,-88.0165023803711
1,DGS,65,*,ND,6165,"",TYRONE,AV,COMM MOBILE SVC-VAN NUYS,VAN NUYS,91401,6,532B7,0,"",2240009900,New York,42.93708419799805,-75.61070251464844
26,STM,164,*,SD,1449,S,UNION,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90015,0,634C4,0,"","","90015, CA",34.03961181640625,-118.26668548583984
25,STM,262,*,"",1450,S,UNION,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90015,0,"",0,"","","90015, CA",34.03961181640625,-118.26668548583984
25,STM,172,*,"",2305,S,UNION,AV,LANDSCAPE MEDIAN ISLAND,"",90007,0,"",0,"","","90007, CA",34.02779006958008,-118.28510284423828
21,SAN,102,*,SD,3716,"",UNION PACIFIC,AV,PUMPING PLANT #2,BOYLE HGHTS,90023,14,675D2,1326,"",5192002900,"90023, CA",34.02170181274414,-118.20044708251953
21,SAN,102,A,SD,3716,"",UNION PACIFIC,AV,PUMPING PLANT #2,BOYLE HGHTS,90023,14,675D2,0,"",5192002900,"90023, CA",34.02170181274414,-118.20044708251953
21,SAN,102,B,SD,3716,"",UNION PACIFIC,AV,PUMPING PLANT #2,BOYLE HGHTS,90023,14,675D2,0,"",5192002900,"90023, CA",34.02170181274414,-118.20044708251953
25,STM,519,*,"",4447,"",VALLEY,BL,LANDSCAPE MEDIAN ISLAND,"",90032,0,"",0,"","","90032, CA",34.080570220947266,-118.17868041992188
25,STM,221,*,"",4481,"",VALLEY,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90032,0,"",0,"","","90032, CA",34.080570220947266,-118.17868041992188
50,R&P,790,A,ND,7011,"",VALLEY CIRCLE,BL,WEST HILLS PARK,Los Angeles,91307,3,529D5,"","","","7011 Valley Circle Blvd, Los Angeles, CA 91307",34.198700711131096,-118.65641735494137
50,R&P,790,B,ND,7011,"",VALLEY CIRCLE,BL,WEST HILLS PARK,Los Angeles,91307,3,529D5,"","","","7011 Valley Circle Blvd, Los Angeles, CA 91307",34.198700711131096,-118.65641735494137
50,R&P,790,*,ND,7021,"",VALLEY CIRCLE,BL,WEST HILLS PARK,Los Angeles,91307,3,529D5,"","","","7021 Valley Circle Blvd, Los Angeles, CA 91307",34.19888913631439,-118.65639857947826
26,STM,356,*,ND,7041,"",VALLEY CIRCLE,BL,LANDSCAPE MEDIAN ISLAND,CANOGA PARK,91304,3,529D5,0,"","","Canoga Park, CA",34.20109939575195,-118.59700012207031
25,STM,810,*,ND,7923,"",VALLEY CIRCLE,BL,LANDSCAPE MEDIAN ISLAND,CANOGA PARK,91304,3,529E2,0,"","","Canoga Park, CA",34.20109939575195,-118.59700012207031
50,R&P,106,*,ND,9500,"",VALLEY CIRCLE,BL,CHATSWORTH RESERVOIR,CHATSWORTH,91311,12,499H6,0,"","","Valley Circle Blvd, Los Angeles, CA 91311",34.25469970703125,-118.61488342285156
25,STM,791,*,ND,10260,"",VALLEY CIRCLE,BL,LANDSCAPE MEDIAN ISLAND,CHATSWORTH,91311,0,"",0,"","","Chatsworth, CA",34.257198333740234,-118.5999984741211
25,STM,41,*,"",5414,S,VAN NESS,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90062,0,"",0,"","","90062, CA",34.00339889526367,-118.308837890625
25,STM,113,*,"",5415,S,VAN NESS,AV,LANDSCAPE MEDIAN ISLAND,"",90062,0,"",0,"","","90062, CA",34.00339889526367,-118.308837890625
26,STM,163,*,SD,5775,S,VAN NESS,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90062,0,673G5,0,"","","90062, CA",34.00339889526367,-118.308837890625
26,STM,12,*,ND,5540,"",VAN NUYS,BL,STREET MAINTENANCE (5540 1/2),VAN NUYS,91403,11,562A2,"","","",New York,42.93708419799805,-75.61070251464844
26,STM,12,A,ND,6001,"",VAN NUYS,BL,STREET MAINTENANCE (6000 1/2),VAN NUYS,91403,11,562A2,"","","",New York,42.93708419799805,-75.61070251464844
25,STM,746,*,ND,7720,"",VAN NUYS,BL,LANDSCAPE MEDIAN ISLAND,VAN NUYS,91405,0,"",0,"","",New York,42.93708419799805,-75.61070251464844
26,STM,224,*,ND,7723,"",VAN NUYS,BL,LANDSCAPE MEDIAN ISLAND,VAN NUYS,91405,0,532A6,0,"","",New York,42.93708419799805,-75.61070251464844
25,STM,748,*,ND,7811,"",VAN NUYS,BL,LANDSCAPE MEDIAN ISLAND,VAN NUYS,91402,0,"",0,"","",New York,42.93708419799805,-75.61070251464844
26,STM,222,*,ND,7812,"",VAN NUYS,BL,LANDSCAPE MEDIAN ISLAND,VAN NUYS,91402,0,532A3,0,"","",New York,42.93708419799805,-75.61070251464844
25,STM,351,*,ND,8599,"",VAN NUYS,BL,LANDSCAPE MEDIAN ISLAND,VAN NUYS,91402,0,"",0,"","",New York,42.93708419799805,-75.61070251464844
29,COU,16,*,ND,13630,"",VAN NUYS,BL,JK PLAZA,PACOIMA,91331,7,502B5,1808,4999-591,"","13630 Van Nuys Blvd, Los Angeles, CA 91331",34.26012,-118.429656
26,STM,252,*,ND,4311,"",VANALDEN,AV,FLOOD BASIN,TARZANA,91356,0,560F7,0,"","","Tarzana, CA",34.173301696777344,-118.5530014038086
25,STM,466,*,ND,4740,"",VANALDEN,AV,LANDSCAPE MEDIAN ISLAND,TARZANA,91356,0,"",0,"","","Tarzana, CA",34.173301696777344,-118.5530014038086
20,SAN,4,A,ND,8840,"",VANALDEN,AV,WEST VALLEY,NORTHRIDGE,91335,12,530G1,7805,"",2784003901,"Northridge, OH",39.976959228515625,-83.75672149658203
50,R&P,811,*,ND,8956,"",VANALDEN,AV,VANALDEN PARK,NORTHRIDGE,91324,12,500H7,0,"","","8956 Vanalden Ave, Los Angeles, CA 91324",34.232749,-118.548301
50,R&P,732,E,ND,12401,"",VANOWEN,ST,VALLEY PLAZA PARK & REC CTR,N HOLLYWOOD,91605,2,532E5,0,"","","Valley, IA",41.70466613769531,-91.65802764892578
50,R&P,237,*,ND,13247,"",VANOWEN,ST,FULTON AVE MINI PARK,VAN NUYS,91605,2,532D5,0,"","",New York,42.93708419799805,-75.61070251464844
50,R&P,648,*,ND,22633,"",VANOWEN,ST,SHADOW RANCH PARK & REC CTR,CANOGA PARK,91307,3,529G6,0,"","","Shadow Creek Ranch, TX",29.566490173339844,-95.41468811035156
24,R&P,41,*,SD,118,N,VENICE,BL,PUB UTIL/TRANS FACILITY,VENICE,90291,0,"",0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
4,VAR,2,*,SD,200,N,VENICE,BL,VENICE CANALS,VENICE,90291,11,671H6,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
60,VAR,414,*,ND,300,N,VENICE,BL,PATRICK MEDIA GROUP,VENICE,90291,11,671H6,0,L-5254-39,"","Venice, Ven., Italy",45.43769836425781,12.31779956817627
25,STM,975,C,SD,531,"",VENICE,BL,COMMUNITY PLANTING PROJECT,Venice,90291,6,671H6,"","","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
26,STM,5,*,ND,610,S,VENICE,BL,MEDIAN STREET ISLAND,VENICE,90291,11,671J6,"","","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
26,STM,212,*,SD,650,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90291,11,671H6,0,"","","90291, CA",33.99420928955078,-118.4632797241211
25,STM,975,A,SD,656,N,VENICE,BL,COMMUNITY PLANTING PROJECT,VENICE,90291,6,671H6,"","","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
26,STM,24,*,ND,710,S,VENICE,BL,MEDIAN STREET ISLAND,VENICE,90291,11,671J6,"","","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
25,STM,975,*,SD,842,S,VENICE,BL,COMMUNITY PLANTING PROJECT,VENICE,90291,6,671H6,"","","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
25,STM,975,B,SD,948,S,VENICE,Bl,COMMUNITY PLANTING PROJECT,VENICE,90291,6,671H6,"","","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
25,STM,881,*,"",1140,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,VENICE,90291,0,"",0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
26,STM,210,*,SD,1214,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,VENICE,90291,0,672A5,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
25,STM,812,*,"",1290,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,VENICE,90291,0,"",0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
26,STM,211,*,SD,1518,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,VENICE,90291,0,672A5,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
25,STM,44,*,"",4001,"",VENICE,BL,TUNNEL,LOS ANGELES,90019,0,"",0,"","","4001 Venice Blvd, Los Angeles, CA 90019",34.043994,-118.324958
26,STM,15,*,SD,4702,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,10,633E5,0,"","","90019, CA",34.048606872558594,-118.33881378173828
26,STM,16,*,SD,4860,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,10,633D5,0,"","","90019, CA",34.048606872558594,-118.33881378173828
25,STM,115,*,"",4870,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,"",90019,0,"",0,"","","90019, CA",34.048606872558594,-118.33881378173828
25,STM,90,*,"",4872,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,"",0,"","","4872 Venice Blvd, Los Angeles, CA 90019",34.045913,-118.343589
26,STM,78,*,SD,5017,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,633A6,0,"","","90019, CA",34.048606872558594,-118.33881378173828
25,STM,20,*,SD,5041,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,633C4,0,"","","5041 Venice Blvd, Los Angeles, CA 90019",34.045898,-118.348251
25,STM,116,*,"",5045,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,"",90019,0,"",0,"","","90019, CA",34.048606872558594,-118.33881378173828
26,STM,82,*,SD,5140,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,633A6,0,"","","90019, CA",34.048606872558594,-118.33881378173828
26,STM,81,*,SD,5152,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,633A6,0,"","","90019, CA",34.048606872558594,-118.33881378173828
25,STM,19,*,SD,5161,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,633C4,0,"","","90019, CA",34.048606872558594,-118.33881378173828
26,STM,80,*,SD,5318,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,633A6,0,"","","90019, CA",34.048606872558594,-118.33881378173828
26,STM,311,*,SD,5624,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,633A6,0,"","","90019, CA",34.048606872558594,-118.33881378173828
26,STM,79,*,SD,5718,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,633A6,0,"","","90019, CA",34.048606872558594,-118.33881378173828
25,STM,53,*,"",5849,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,"",0,"","","90019, CA",34.048606872558594,-118.33881378173828
26,STM,86,*,SD,5869,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90019,0,633D6,0,"","","90019, CA",34.048606872558594,-118.33881378173828
25,STM,233,*,"",5963,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,"",90034,0,"",0,"","","90034, CA",34.030677795410156,-118.3995590209961
25,STM,56,*,"",5977,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,"",0,"","","90034, CA",34.030677795410156,-118.3995590209961
26,STM,85,*,SD,6059,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,633D6,0,"","","90034, CA",34.030677795410156,-118.3995590209961
26,STM,77,*,SD,6109,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,632H7,0,"","","90034, CA",34.030677795410156,-118.3995590209961
25,STM,121,*,"",8611,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,"",0,"","","90034, CA",34.030677795410156,-118.3995590209961
26,STM,76,*,SD,8619,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,632H7,0,"","","90034, CA",34.030677795410156,-118.3995590209961
25,STM,325,*,"",8779,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,"",90034,0,"",0,"","","90034, CA",34.030677795410156,-118.3995590209961
26,STM,75,*,SD,8845,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,672D3,0,"","","90034, CA",34.030677795410156,-118.3995590209961
25,STM,126,*,"",8861,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,"",0,"","","8861 Venice Blvd, Los Angeles, CA 90034",34.030422,-118.387054
60,VAR,1,*,SD,9017,"",VENICE,BL,VACANT,PALMS,90035,5,632H7,0,4998-500,"","Palms, CA",34.02280044555664,-118.40499877929688
25,STM,904,*,"",9475,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,CULVER CITY,90230,0,"",0,"","","90230, CA",33.99496841430664,-118.39934539794922
25,STM,469,*,"",9737,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,CULVER CITY,90230,0,"",0,"","","90230, CA",33.99496841430664,-118.39934539794922
25,STM,903,*,"",9751,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,CULVER CITY,90230,0,"",0,"","","90230, CA",33.99496841430664,-118.39934539794922
26,STM,203,*,SD,10251,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,672D3,0,"","","90034, CA",34.030677795410156,-118.3995590209961
25,STM,901,*,"",10405,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,"",0,"","","90034, CA",34.030677795410156,-118.3995590209961
25,STM,91,*,"",10525,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,"",0,"","","10525 Venice Blvd, Los Angeles, CA 90034",34.020114,-118.405975
25,STM,956,*,"",10526,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,"",0,"","","10526 Venice Blvd, Los Angeles, CA 90232",34.019252,-118.405227
25,STM,955,*,"",10737,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,"",0,"","","90034, CA",34.030677795410156,-118.3995590209961
26,STM,201,*,SD,10831,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,672D3,0,"","","90034, CA",34.030677795410156,-118.3995590209961
25,STM,953,*,"",10921,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,"",0,"","","90034, CA",34.030677795410156,-118.3995590209961
25,STM,118,*,"",10947,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,"",0,"","","10947 Venice Blvd, Los Angeles, CA 90034",34.015522,-118.413352
26,STM,195,*,SD,11091,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90034,0,633A6,0,"","","90034, CA",34.030677795410156,-118.3995590209961
25,STM,825,*,"",11413,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90066,0,"",0,"","","90066, CA",34.00196075439453,-118.43120574951172
25,STM,375,*,"",11600,"",VENICE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90066,0,"",0,"","","11600 Venice Blvd, Los Angeles, CA 90066",34.008716,-118.423774
