Depart #,Dept,Bldg #,Sub ID,Maint Dist,Street #,Street Dir,Street Name,Street Type,Bldg Name,Community,Zip Code,Council Dist,Thomas Bros,Square Ft,Lease #,APN,compiled_address,compiled_lat,compiled_lng
26,STM,95,*,SD,4233,"",DEGNAN,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,0,673F2,0,"","","90008, CA",34.00904083251953,-118.34813690185547
50,R&P,105,*,ND,22360,"",DEVONSHIRE,ST,CHATSWORTH PARK (SOUTH),CHATSWORTH,91311,12,499J4,0,"","","Chatsworth, IL",40.75291061401367,-88.29119873046875
50,R&P,194,G,SD,2220,"",DORRIS,PL,ELYSIAN PARK,Los Angeles,90031,1,594F7,"","","","2220 Dorris Pl, Los Angeles, CA 90031",34.09064322710037,-118.23786333203316
21,SAN,1,B,ND,2335,"",DORRIS,Pl,WAREHOUSE,LOS ANGELES,90031,13,594H5,"","","","2335 Dorris Pl, Los Angeles, CA 90031",34.0922062844038,-118.23616079986095
25,STM,686,*,"",6740,"",DREXEL,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90048,0,"",0,"","","90048, CA",34.07310485839844,-118.3727798461914
50,"",179,*,"",1156,N,DRUMM,AV,PACIFIC REGION,WILMINGTON,90744,"",794G5,"","","","Wilmington, CA",33.779998779296875,-118.26200103759766
60,VAR,415,*,SD,202,"",E,ST,SIGN BOARD,WILMINGTON,90744,15,794E7,30611,"","","Wilmington, CA",33.779998779296875,-118.26200103759766
25,STM,285,*,"",218,E,E,ST,LANDSCAPE MEDIAN ISLAND,WILMINGTON,90744,0,"",0,"","","Wilmington, CA",33.779998779296875,-118.26200103759766
25,STM,531,*,"",302,E,E,ST,LANDSCAPE MEDIAN ISLAND,WILMINGTON,90744,0,"",0,"","","Wilmington, CA",33.779998779296875,-118.26200103759766
25,STM,532,*,"",520,E,E,ST,LANDSCAPE MEDIAN ISLAND,WILMINGTON,90744,0,"",0,"","","Wilmington, CA",33.779998779296875,-118.26200103759766
1,DGS,21,A,SD,621,W,E,ST,WILMINGTON MUNI BLDG,WILMINGTON,90744,15,794D7,5480,"",7417023010,"Wilmington, CA",33.779998779296875,-118.26200103759766
25,STM,286,*,"",817,E,E,ST,LANDSCAPE MEDIAN ISLAND,WILMINGTON,90744,0,"",0,"","","Wilmington, CA",33.779998779296875,-118.26200103759766
26,STM,187,*,SD,820,E,E,ST,LANDSCAPE MEDIAN ISLAND,WILMINGTON,90744,0,794E7,0,"","","820 Island Ave, Los Angeles, CA 90744",33.780471,-118.266403
9,POL,60,*,SD,100,E,E & BROAD,ST,VACANT LAND,WILMINGTON,90744,15,794E7,0,30611-2,"","100, NY",40.784427642822266,-73.9673843383789
26,STM,130,*,SD,3559,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90065,0,594G3,0,"","","90065, CA",34.10940933227539,-118.22795104980469
26,STM,129,*,SD,3601,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90065,0,594G3,0,"","","3601 Eagle Rock Blvd, Los Angeles, CA 90065",34.11761,-118.23442
26,STM,128,*,SD,3941,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90065,0,594G3,0,"","","90065, CA",34.10940933227539,-118.22795104980469
26,STM,128,A,SD,3941,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90065,0,594G3,0,"","","90065, CA",34.10940933227539,-118.22795104980469
25,STM,951,*,"",3954,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90065,0,"",0,"","","90065, CA",34.10940933227539,-118.22795104980469
25,STM,776,*,"",4045,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90065,0,"",0,"","","90065, CA",34.10940933227539,-118.22795104980469
26,STM,93,*,SD,4134,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90065,0,594J1,0,"","","90065, CA",34.10940933227539,-118.22795104980469
26,STM,92,*,SD,4210,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90065,0,594J1,0,"","","4210 Eagle Rock Blvd, Los Angeles, CA 90065",34.121601,-118.224609
26,STM,91,*,SD,4246,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90065,0,594J1,0,"","","90065, CA",34.10940933227539,-118.22795104980469
26,STM,330,*,SD,4334,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90041,0,594H1,0,"","","4334 Eagle Rock Blvd, Los Angeles, CA 90041",34.122917,-118.22216
25,STM,35,*,"",4400,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90041,0,"",0,"","","4400 Eagle Rock Blvd, Los Angeles, CA 90041",34.124404,-118.220077
26,STM,11,*,ND,4432,"",EAGLE ROCK,BL,MEDIAN LANDSCAPE,LOS ANGELES,90041,1,564J7,"","","","90041, CA",34.13713073730469,-118.20732879638672
25,STM,949,*,"",4461,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90041,0,"",0,"","","90041, CA",34.13713073730469,-118.20732879638672
26,STM,151,*,SD,4530,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90041,0,565A6,0,"","","90041, CA",34.13713073730469,-118.20732879638672
25,STM,944,*,"",4555,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90041,0,"",0,"","","90041, CA",34.13713073730469,-118.20732879638672
26,STM,150,*,SD,4640,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90041,0,565A6,0,"","","90041, CA",34.13713073730469,-118.20732879638672
25,STM,772,*,"",4661,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90041,0,"",0,"","","4661 Eagle Rock Blvd, Los Angeles, CA 90041",34.129047,-118.21746
26,STM,133,*,SD,4677,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90041,0,565A6,0,"","","90041, CA",34.13713073730469,-118.20732879638672
26,STM,149,*,SD,4880,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90041,0,565A6,0,"","","4880 Eagle Rock Blvd, Los Angeles, CA 90041",34.134769,-118.215049
25,STM,905,*,"",4970,"",EAGLE ROCK,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90041,0,"",0,"","","4970 Eagle Rock Blvd, Los Angeles, CA 90041",34.136802,-118.214401
50,R&P,182,*,SD,2500,"",EASTLAKE,AV,EAST LOS ANGELES PARK,EAST L. A.,90042,14,595B7,0,"","",Louisiana,30.966510772705078,-91.8519058227539
50,R&P,552,B,SD,680,"",ECHANDIA,ST,PROSPECT PARK,BOYLE HGHTS,90033,14,635A4,0,"","","680 Echandia St, Los Angeles, CA 90033",34.054264,-118.216972
50,R&P,339,*,ND,11981,"",EDGECLIFF,AV,CAREY RANCH PARK,Los Angeles,91342,7,481H6,"","","","91342, CA",34.347469329833984,-118.35269165039062
50,R&P,339,C,ND,11982,"",EDGECLIFF,AV,CAREY RANCH PARK,Los Angeles,91342,7,481H6,"","","","91342, CA",34.347469329833984,-118.35269165039062
50,R&P,194,D,SD,12,"",EFFIE,ST,ELYSIAN PARK,ELYSIAN PARK,90027,1,594F7,0,"","","Effie St, Los Angeles, CA 90026",34.084598541259766,-118.25489044189453
63,VAR,616,*,ND,1411,"",ELECTRIC,AV,LOT 616,VENICE,90291,11,671H6,0,"","","1411 Electric Ave, Los Angeles, CA 90291",33.99098977446556,-118.46554733812809
63,VAR,617,*,ND,1511,"",ELECTRIC,AV,LOT 617,VENICE,90291,11,671H6,0,"","","1511 Electric Ave, Los Angeles, CA 90291",33.99073027074337,-118.46445634961128
50,R&P,194,A,SD,1299,"",ELYSIAN PARK,DR,ELYSIAN PARK & REC CENTER,Elysian Park,90026,1,634F1,0,"","","1299 Elysian Park Dr, Los Angeles, CA 90026",34.07452113926411,-118.24993930757046
50,R&P,194,F,SD,1399,"",ELYSIAN PARK,DR,ELYSIAN PARK,Elysian Park,90026,1,634F1,0,"","","1399 Elysian Park Dr, Los Angeles, CA 90026",34.07599702477455,-118.25051464140415
9,POL,56,*,ND,2817,"",EMPIRE,AV,LAPD OFFICE,BURBANK,91504,"",533D6,7579,4999-970,"","2817 W Empire Ave, Burbank, CA 91504",34.192188,-118.342079
50,R&P,200,*,ND,13101,"",ERWIN,ST,ERWIN PARK,VAN NUYS,91401,2,532D7,0,"","",New York,42.93708419799805,-75.61070251464844
50,R&P,158,*,ND,15100,"",ERWIN,ST,DELANO PARK,VAN NUYS,91411,6,531H7,0,"","",New York,42.93708419799805,-75.61070251464844
50,R&P,158,A,ND,15110,"",ERWIN,ST,DELANO PARK,Van Nuys,91411,6,531H7,0,"","",New York,42.93708419799805,-75.61070251464844
25,STM,575,*,ND,5524,"",ETIWANDA,AV,LANDSCAPE MEDIAN ISLAND,TARZANA,91356,0,"",0,"","","Tarzana, CA",34.173301696777344,-118.5530014038086
25,STM,561,*,"",729,N,EUBANK,AV,LANDSCAPE MEDIAN ISLAND,WILMINGTON,90744,0,"",0,"","","729 Island Ave, Los Angeles, CA 90744",33.778903,-118.266624
50,R&P,40,*,SD,1331,"",EUBANK,AV,BANNING PARK & REC CENTER,WILMINGTON,90744,15,794E5,0,"",7422017900,"Benning Park, GA",32.430419921875,-84.9402084350586
50,R&P,40,D,SD,1371,"",EUBANK,AV,BANNING PARK & REC CENTER,WILMINGTON,90744,15,794E5,0,"",7422017900,"Benning Park, GA",32.430419921875,-84.9402084350586
21,SAN,178,*,SD,1604,N,EUBANK,AV,PUMPING PLANT 78,WILMINGTON,90744,15,794E4,0,"","","Wilmington, CA",33.779998779296875,-118.26200103759766
26,STM,51,*,SD,3001,"",EVA,TE,LANDSCAPING,LOS ANGELES,90031,14,595B7,0,"","","90031, CA",34.08000946044922,-118.21200561523438
21,SAN,209,A,SD,3301,"",EXPOSITION,BL,VENTILATOR STATION #9,LOS ANGELES,90018,10,673F1,0,"","","90018, CA",34.02804183959961,-118.31771087646484
21,SAN,209,*,SD,3315,"",EXPOSITION,BL,36TH YARD,LOS ANGELES,90018,10,673F1,0,"","","90018, CA",34.02804183959961,-118.31771087646484
8,STM,8,*,ND,2231,"",FAIR PARK,AV,EAGLE ROCK DIST,EAGLE ROCK,90041,14,564J6,0,"",5686021900,"90041, CA",34.13713073730469,-118.20732879638672
1,DGS,125,*,SD,310,N,FAIRFAX,AV,STATUE-RAOUL WALLENBERG,LOS ANGELES,90036,4,633B1,0,4999-590,5527037030,"310 N Fairfax Ave, Los Angeles, CA 90036",34.076477,-118.361122
25,STM,502,*,"",401,S,FAIRFAX,AV,PEDESTRIAN TUNNEL,LOS ANGELES,90036,0,"",0,"","","401 S Fairfax Ave, Los Angeles, CA 90036",34.06974,-118.361717
50,R&P,602,*,ND,500,N,FAIRFAX,AV,ROSEWOOD PARK,LOS ANGELES,90036,5,568D6,0,"","","90036, CA",34.07037353515625,-118.35010528564453
50,R&P,692,F,ND,8660,"",FENWICK,ST,SUNLAND PARK,SUNLAND,91040,2,503F3,0,"","","Sunland, CA",34.250328063964844,-118.32231903076172
50,R&P,272,U,SD,2290,"",FERN DELL,DR,GRIFFITH PARK,LOS ANGELES,90068,4,593H3,0,"","","Griffith Park, CA",34.13362503051758,-118.30403900146484
1,VAR,44,*,CD,221,N,FIGUEROA,ST,FIGUEROA PLAZA II,LOS ANGELES,90012,9,634F3,133936,4999-763.2,5161006002,"221 N Figueroa St, Los Angeles, CA 90012",34.059257,-118.251083
50,R&P,284,F,SD,1235,N,FIGUEROA,PL,HARBOR REGIONAL PARK,WILMINGTON,90744,15,794C5,0,"",7412010903,"Harbor Boulevard, CA",33.67617416381836,-117.91883850097656
49,VAR,1,*,SD,3911,S,FIGUEROA,ST,EXPOSITION PARK,LOS ANGELES,90007,8,595A5,0,"","5037027915, 5037027907","3911 S Figueroa St, Los Angeles, CA 90037",34.013679,-118.286499
49,VAR,1,C,SD,3939,S,FIGUEROA,ST,EXPOSITION PARK,LOS ANGELES,90037,8,674B2,0,"","5037027915, 5037027907","3939 S Figueroa St, Los Angeles, CA 90037",34.011508,-118.285026
26,STM,365,*,"",13275,1/2,FIJI,WAY,LANDSCAPE MEDIAN ISLAND,Los Angeles,90292,11,672 C7,"","","","Los Angeles, CA",34.053489685058594,-118.24532318115234
26,STM,227,*,ND,6355,"",FOOTHILL,BL,LANDSCAPE MEDIAN ISLAND,TUJUNGA,91042,0,503J4,0,"","","Tujunga, CA",34.2510986328125,-118.33100128173828
25,STM,141,*,ND,6381,"",FOOTHILL,BL,LANDSCAPE MEDIAN ISLAND,TUJUNGA,91042,0,"",0,"","","Tujunga, CA",34.2510986328125,-118.33100128173828
50,R&P,692,*,ND,8651,"",FOOTHILL,BL,SUNLAND PARK,SUNLAND,91040,2,503F3,0,"","","Sunland, CA",34.250328063964844,-118.32231903076172
50,R&P,692,E,ND,8701,"",FOOTHILL,BL,SUNLAND PARK,SUNLAND,91040,2,503F3,0,"","","Sunland, CA",34.250328063964844,-118.32231903076172
50,R&P,563,*,SD,2800,"",FOWLER,ST,RAMONA GARDENS PARK,LINCOLN HTS,90063,14,635C3,0,"","","Ramona Gardens, CA",34.05754470825195,-118.19307708740234
25,STM,218,*,"",6300,"",FRANKLIN,AV,LANDSCAPE MEDIAN ISLAND,"",90028,0,"",0,"","","90028, CA",34.09990310668945,-118.32695007324219
25,STM,210,*,"",6340,"",FRANKLIN,AV,LANDSCAPE MEDIAN ISLAND,"",90028,0,"",0,"","","90028, CA",34.09990310668945,-118.32695007324219
50,R&P,322,*,ND,7020,"",FRANKLIN,AV,HOLLYWOOD/FRANKLIN PARK,HOLLYWOOD,90046,13,593D4,0,"","","Franklin, MI",42.52450180053711,-83.30587768554688
63,VAR,609,*,ND,14521,"",FRIAR,ST,VAN NUYS,VAN NUYS,91401,6,532C7,0,"",2241004900,New York,42.93708419799805,-75.61070251464844
21,SAN,166,*,SD,647,S,FRIES,AV,PUMPING PLANT #66,WILMINGTON,90744,15,794E6,1062,"","","Wilmington, CA",33.779998779296875,-118.26200103759766
21,SAN,166,A,SD,647,S,FRIES,AV,PUMPING PLANT #66,WILMINGTON,90744,15,794E6,0,"","","Wilmington, CA",33.779998779296875,-118.26200103759766
21,SAN,166,B,SD,647,S,FRIES,AV,PUMPING PLANT #66,WILMINGTON,90744,15,794E6,0,"","","Wilmington, CA",33.779998779296875,-118.26200103759766
50,R&P,610,*,ND,2000,"",FULLER,AV,RUNYON CANYON PARK,LOS ANGELES,90046,5,593C4,0,"","","90046, CA",34.10723876953125,-118.36476135253906
25,STM,477,*,ND,6748,"",FULTON,AV,LANDSCAPE MEDIAN ISLAND,VAN NUYS,91401,0,"",0,"","",New York,42.93708419799805,-75.61070251464844
25,STM,503,*,ND,6751,"",FULTON,AV,LANDSCAPE MEDIAN ISLAND,VAN NUYS,91401,0,"",0,"","",New York,42.93708419799805,-75.61070251464844
50,R&P,37,B,SD,351,N,GAFFEY,ST,BANDINI CANYON PARK,SAN PEDRO,90731,15,824A3,0,"",2,"351 N Gaffey St, Los Angeles, CA 90731",33.746051,-118.292655
50,R&P,37,A,SD,403,N,GAFFEY,ST,BANDINI CANYON PARK,SAN PEDRO,90731,15,824A3,0,"","","403 N Gaffey St, Los Angeles, CA 90731",33.746215,-118.292625
60,VAR,144,*,SD,1900,N,GAFFEY,AV,CENTER FOR COLLECTION & SHIPMENT CONTAINERS,SAN PEDRO,90732,15,794B7,15000,L-5141B,7412026801,"The Collections, TX",32.93699264526367,-96.94996643066406
25,STM,489,*,"",515,E,GAGE,AV,LANDSCAPE MEDIAN ISLAND,"",90003,0,"",0,"","","90003, CA",33.96413803100586,-118.27391815185547
50,R&P,333,*,SD,800,W,GAGE,AV,HOOVER-GAGE PARK,LOS ANGELES,90044,9,674A7,0,"","","90044, CA",33.95302963256836,-118.29151153564453
25,STM,11,*,SD,802,W,GAGE,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90044,9,674A7,0,"","","90044, CA",33.95302963256836,-118.29151153564453
26,STM,116,*,SD,805,W,GAGE,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90044,0,673J6,0,"","","90044, CA",33.95302963256836,-118.29151153564453
25,STM,12,*,SD,954,W,GAGE,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90044,9,674A7,0,"","","90044, CA",33.95302963256836,-118.29151153564453
25,STM,340,*,"",955,W,GAGE,AV,LANDSCAPE MEDIAN ISLAND,"",90044,0,"",0,"","","90044, CA",33.95302963256836,-118.29151153564453
63,VAR,646,*,ND,3529,"",GARDEN,AV,GLENDALE-ATWATER,ATWATER,90039,13,594E2,0,"",5436025900,"Atwater, MN",45.13882064819336,-94.77757263183594
50,R&P,191,*,ND,4410,"",GARDEN HOMES,AV,EL SERENO NORTH PARK,EL SERENO,90032,14,595F5,0,"","","El Sereno, CA",34.08110046386719,-118.1780014038086
50,R&P,804,A,SD,105,S,GARDNER,ST,PAN PACIFIC PARK,HANCOCK PARK,90036,4,633C1,0,"","",Park,39.119300842285156,-105.71717071533203
50,R&P,804,B,SD,143,S,GARDNER,ST,PAN PACIFIC PARK,HANCOCK PARK,90036,4,633C1,0,"","",Park,39.119300842285156,-105.71717071533203
26,STM,90,*,SD,4204,"",GARTHWAITE,AV,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90008,0,673F3,0,"","","90008, CA",34.00904083251953,-118.34813690185547
26,STM,205,*,SD,11550,"",GATEWAY,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90064,0,632B7,0,"","","90064, CA",34.03719711303711,-118.42424774169922
25,STM,206,*,ND,11650,"",GATEWAY,BL,LANDSCAPE MEDIAN ISLAND,SAWTELLE,90064,11,632B7,0,"","","90064, CA",34.03719711303711,-118.42424774169922
26,STM,206,*,SD,11724,"",GATEWAY,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90064,0,672B1,0,"","","90064, CA",34.03719711303711,-118.42424774169922
21,SAN,46,*,ND,11898,"",GLADSTONE,AV,SANITATION FACILITY,LK VIEW TERR,91342,7,482E5,0,"","","91342, CA",34.347469329833984,-118.35269165039062
63,VAR,676,*,ND,1146,"",GLENDALE,BL,GLENDALE BLVD.,SILVER LAKE,90026,13,597E7,0,"",5404016901,"Silver Lake, NC",34.15523147583008,-77.90838623046875
25,STM,260,*,"",1307,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,"",90026,0,"",0,"","","90026, CA",34.07874298095703,-118.26375579833984
25,STM,259,*,"",1405,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,"",90026,0,"",0,"","","90026, CA",34.07874298095703,-118.26375579833984
26,STM,127,*,SD,1459,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90026,0,594E7,0,"","","90026, CA",34.07874298095703,-118.26375579833984
26,STM,126,*,SD,1511,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90026,0,594E7,0,"","","90026, CA",34.07874298095703,-118.26375579833984
25,STM,77,*,"",1550,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90026,0,"",0,"","","90026, CA",34.07874298095703,-118.26375579833984
25,STM,249,*,"",1611,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,"",90026,0,"",0,"","","90026, CA",34.07874298095703,-118.26375579833984
25,STM,248,*,"",1651,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,"",90026,0,"",0,"","","90026, CA",34.07874298095703,-118.26375579833984
25,STM,58,*,"",1900,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90039,0,"",0,"","","90039, CA",34.1123161315918,-118.26122283935547
25,STM,69,*,"",2131,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90039,0,"",0,"","","90039, CA",34.1123161315918,-118.26122283935547
25,STM,342,*,"",2990,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90039,0,"",0,"","","90039, CA",34.1123161315918,-118.26122283935547
26,STM,312,*,SD,2998,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90039,0,594D2,0,"","","90039, CA",34.1123161315918,-118.26122283935547
25,STM,716,*,"",3053,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90039,0,"",0,"","","90039, CA",34.1123161315918,-118.26122283935547
26,STM,107,*,SD,3054,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,SILVERLAKE,90039,0,594D3,0,"","","Silver Lake, NC",34.15523147583008,-77.90838623046875
25,STM,376,*,"",3154,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,"",90039,0,"",0,"","","90039, CA",34.1123161315918,-118.26122283935547
25,STM,376,A,"",3168,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELESU,90039,0,"",0,"","","90039, CA",34.1123161315918,-118.26122283935547
25,STM,681,*,"",3175,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90039,0,"",0,"","","3175 Glendale Blvd, Los Angeles, CA 90039",34.117649,-118.261779
25,STM,694,*,"",3199,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90039,0,"",0,"","","90039, CA",34.1123161315918,-118.26122283935547
26,STM,106,*,SD,3220,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,SILVERLAKE,90039,0,594D2,0,"","","3220 Glendale Blvd, Los Angeles, CA 90039",34.117866,-118.260353
26,STM,125,*,SD,3303,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90039,0,594D2,0,"","","90039, CA",34.1123161315918,-118.26122283935547
25,STM,580,*,"",3311,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90039,0,"",0,"","","3311 Glendale Blvd, Los Angeles, CA 90039",34.119174,-118.260169
25,STM,683,*,"",3351,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90039,0,"",0,"","","90039, CA",34.1123161315918,-118.26122283935547
25,STM,373,*,"",3357,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,"",90039,0,"",0,"","","90039, CA",34.1123161315918,-118.26122283935547
25,STM,347,*,"",3433,"",GLENDALE,BL,LANDSCAPE MEDIAN ISLAND,"",90039,0,"",0,"","","90039, CA",34.1123161315918,-118.26122283935547
50,R&P,246,*,ND,2600,"",GLENHURST,AV,GLENHURST PARK,ATWATER,90039,4,594E3,0,"","","Atwater, CA",34.11981964111328,-118.25901794433594
25,STM,755,*,ND,7652,"",GLENOAKS,BL,LANDSCAPE MEDIAN ISLAND,BURBANK,91504,0,"",0,"","","91504, CA",34.203399658203125,-118.3288803100586
25,STM,585,*,ND,7680,"",GLENOAKS,BL,LANDSCAPE MEDIAN ISLAND,BURBANK,91504,0,"",0,"","","91504, CA",34.203399658203125,-118.3288803100586
26,STM,331,*,ND,7724,"",GLENOAKS,BL,LANDSCAPE MEDIAN ISLAND,BURBANK,91504,0,533B1,0,"","","91504, CA",34.203399658203125,-118.3288803100586
26,STM,243,*,ND,7762,"",GLENOAKS,BL,LANDSCAPE MEDIAN ISLAND,BURBANK,91504,0,533B1,0,"","","91504, CA",34.203399658203125,-118.3288803100586
25,STM,754,*,ND,7778,"",GLENOAKS,BL,LANDSCAPE MEDIAN ISLAND,BURBANK,91504,0,"",0,"","","91504, CA",34.203399658203125,-118.3288803100586
25,STM,178,*,ND,7798,"",GLENOAKS,BL,LANDSCAPE MEDIAN ISLAND,BURBANK,91504,0,"",0,"","","91504, CA",34.203399658203125,-118.3288803100586
26,STM,242,*,ND,7838,"",GLENOAKS,BL,LANDSCAPE MEDIAN ISLAND,BURBANK,91504,0,533B1,0,"","","91504, CA",34.203399658203125,-118.3288803100586
25,STM,140,*,ND,7868,"",GLENOAKS,BL,LANDSCAPE MEDIAN ISLAND,BURBANK,91504,0,"",0,"","","91504, CA",34.203399658203125,-118.3288803100586
25,STM,749,*,ND,7905,"",GLENOAKS,BL,LANDSCAPE MEDIAN ISLAND,BURBANK,91504,0,"",0,"","","91504, CA",34.203399658203125,-118.3288803100586
26,STM,241,*,ND,8050,"",GLENOAKS,BL,LANDSCAPE MEDIAN ISLAND,BURBANK,91504,0,533B1,0,"","","91504, CA",34.203399658203125,-118.3288803100586
26,STM,237,*,ND,8312,"",GLENOAKS,BL,LANDSCAPE MEDIAN ISLAND,SUN VALLEY,91352,0,533B1,0,"","","Sun Valley, ID",43.68986892700195,-114.34510803222656
26,STM,236,*,ND,8334,"",GLENOAKS,BL,LANDSCAPE MEDIAN ISLAND,SUN VALLEY,91352,0,533B1,0,"","","8334 Glenoaks Blvd, Los Angeles, CA 91352",34.222515,-118.358726
25,STM,475,*,ND,11431,"",GLENOAKS,BL,LANDSCAPE MEDIAN ISLAND,PACOIMA,91331,0,"",0,"","","Pacoima, CA",34.26250076293945,-118.4260025024414
25,STM,579,*,ND,11441,"",GLENOAKS,BL,LANDSCAPE MEDIAN ISLAND,PACOIMA,91331,0,"",0,"","","Pacoima, CA",34.26250076293945,-118.4260025024414
50,R&P,277,A,ND,13720,"",GLENOAKS,BL,STETSON RANCH,SYLMAR,91342,7,481G1,0,"","","13720 Glenoaks Blvd, Los Angeles, CA 91342",34.321342,-118.466598
50,R&P,277,*,ND,13877,"",GLENOAKS,BL,STETSON RANCH,SYLMAR,91342,7,481G1,0,"","",Sylmar,34.30780029296875,-118.447998046875
26,STM,115,*,SD,3948,"",GOODWIN,AV,LANDSCAPE MEDIAN ISLAND,SILVERLAKE,90039,0,564C6,0,"","","Silver Lake, NC",34.15523147583008,-77.90838623046875
50,R&P,496,A,ND,14170,"",GRAMMAR,PL,PANORAMA RECREATION CENTER,PANORAMA CTY,91402,7,532B1,0,"","",Connecticut,41.57350158691406,-72.7383041381836
25,STM,363,*,"",610,N,GRAND,AV,LANDSCAPE MEDIAN ISLAND,"",90012,0,"",0,"","","90012, CA",34.066219329833984,-118.23871612548828
25,STM,165,*,"",8401,S,GRAND,AV,PEDESTRIAN TUNNEL,"",90003,0,"",0,"","","90003, CA",33.96413803100586,-118.27391815185547
21,SAN,108,*,SD,1700,"",GRANDE VISTA,AV,PUMPING PLANT #8,BOYLE HGHTS,90023,14,675B2,128,"","","90023, CA",34.02170181274414,-118.20044708251953
50,R&P,759,*,SD,3200,"",GRANDVIEW,ST,VENICE RESERVOIR,VENICE,90066,6,672B2,0,"","","Venice, Ven., Italy",45.43769836425781,12.31779956817627
50,R&P,338,*,SD,9900,"",GRAPE,ST,JORDAN DOWNS,WATTS,90002,15,704H4,0,"","","Jordan Downs, CA",33.945457458496094,-118.23211669921875
25,STM,222,*,"",1728,"",GRIFFIN,AV,LANDSCAPE MEDIAN ISLAND,"",90031,0,"",0,"","","90031, CA",34.08000946044922,-118.21200561523438
25,STM,139,*,"",1827,"",GRIFFIN,AV,LANDSCAPE MEDIAN ISLAND,"",90031,0,"",0,"","","90031, CA",34.08000946044922,-118.21200561523438
50,R&P,70,A,SD,2500,"",GRIFFIN,AV,POCKET PARK,LOS ANGELES,90031,1,595 A7,"","",5206009900,"2500 Griffin Ave, Los Angeles, CA 90031",34.075843,-118.211402
50,R&P,279,C,SD,16,"",GRIFFITH PARK,"",GRIFFITH PARK,LOS ANGELES,90027,4,594A2,0,"","","90027, CA",34.12507629394531,-118.2906494140625
